Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= 8000
          70         108  3.792183508643719E-005 1.004356403984799E-020 
          71          37  -1.451265305772107E-004 -5.860126191872597E-020 
          71          38  -1.193498224583224E-004 -9.114774956122112E-021 
          71          39  -8.824035225393984E-005 5.058616268676953E-020 
          71          40  4.425740923244336E-005 1.542601678345543E-020 
          71          41  5.325957036710158E-005 -1.264512268299667E-020 
          71          42  -9.968670460385599E-005 -1.753483728206394E-019 
          71          43  8.263428209838920E-004 -3.803042761556373E-019 
          71          44  -4.223326533674185E-005 -8.341130001866586E-020 
          71          45  2.523705151437632E-004 1.904617138116346E-019 
          71          46  -1.219294841304674E-004 -5.008479144324646E-020 
          71          47  2.649518040942582E-004 2.110036336811222E-019 
          71          48  -2.398820627836147E-005 -1.409021569490512E-019 
          71          49  -3.529690573484322E-003 -5.099962196386953E-019 
          71          50  3.049180231646217E-004 2.418191406629970E-019 
          71          51  -9.845311428099530E-004 -2.566763084241158E-019 
          71          52  -9.690782038277981E-004 -1.353367523276490E-019 
          71          53  2.342502918792056E-004 1.211382118648528E-018 
          71          54  -3.653945540770894E-003 1.343785417770870E-019 
          71          55  7.559970261301150E-003 1.258995785698839E-018 
          71          56  -6.782702747041695E-003 -7.764412882616351E-019 
          71          57  4.358244155138876E-003 1.505275287468825E-018 
          71          58  -6.875381615913838E-003 3.240285996328690E-018 
          71          59  7.686725504828525E-003 3.125684567583451E-018 
          71          60  1.306041997318352E-002 1.006030386773665E-017 
          71          61  1.506336855240790E-002 1.118671458854946E-017 
          71          62  -5.480808357139193E-003 2.829729216272786E-019 
          71          63  -5.414663813662237E-003 1.034709493715884E-018 
          71          64  1.507627182168129E-002 -8.146933163473940E-018 
          71          65  -0.104844938020976 -3.816936397332730E-017 
          71          66  -0.104949725080721 4.056932259115098E-017 
          71          67  7.586065306930471E-003 1.043213323773992E-017 
          71          68  3.808277965968809E-004 -2.024598229050181E-018 
          71          69  7.537595614457816E-003 5.651072859665843E-018 
          71          70  -0.109171178740989 -7.458153974798896E-018 
          71          71  0.558881524643203 4.095107529722031E-017 
          71          72  -0.109426388824267 1.353214907312879E-017 
          71          73  -3.437627015204401E-003 -1.591085879717256E-017 
          71          74  -3.427956063811411E-003 4.444840666691739E-018 
          71          75  1.362750280411622E-002 -1.530432518554852E-017 
          71          76  -0.103946415840964 2.000604186388794E-017 
          71          77  -0.103463313655191 -5.810732341213590E-017 
          71          78  1.360644035587558E-002 5.392261272753680E-019 
          71          79  9.777907776991879E-004 1.623402102393344E-018 
          71          80  -4.724035502614911E-003 -5.842581631577494E-018 
          71          81  7.100848978128668E-003 -2.213455484535484E-018 
          71          82  1.162414426012087E-002 4.707077094947429E-018 
          71          83  6.931652696019395E-003 2.750521411069741E-018 
          71          84  -4.705975092515180E-003 6.997993267999103E-018 
          71          85  -1.568873128740703E-004 4.411385385555759E-019 
          71          86  -4.694609045790063E-004 1.657026879527884E-018 
          71          87  -2.966292863372007E-003 -6.238013157987327E-019 
          71          88  -2.898602500506378E-003 1.601046880175983E-018 
          71          89  -4.214131345374789E-004 -8.435616457313745E-019 
          71          90  -1.672884631413234E-004 -1.698321562086608E-018 
          71          91  2.423772494347471E-004 -3.662635908128936E-019 
          71          92  5.393831482864599E-005 1.177586184420663E-019 
          71          93  7.003844655868958E-004 3.666315945089689E-020 
          71          94  4.915135919326041E-005 -1.815689672560332E-019 
          71          95  2.249424692903476E-004 4.351592735800063E-019 
          71          96  -1.864704082320282E-004 3.543113706641405E-019 
          71          97  -8.827686026101414E-005 -7.803717609921875E-020 
          71          98  -2.427206326817789E-004 -1.482762806339183E-020 
          71          99  -2.329592417528393E-004 4.030351904956377E-020 
          71         100  -8.003773177068744E-005 3.336695281037049E-020 
          71         101  -3.855789099268501E-007 -1.163968167867149E-019 
          71         102  -1.371312577458540E-006 3.832551855628129E-020 
          71         103  4.063720530361539E-005 -1.270811768765064E-020 
          71         104  3.419030601640371E-005 3.833338676597401E-022 
          71         105  3.641879692884272E-005 7.361797594542989E-021 
          71         106  9.434230342657161E-006 6.338759997792430E-021 
          71         107  -2.536154865857450E-005 2.076964256837510E-021 
          71         108  8.956940867232669E-006 -1.088335498816645E-020 
          72          37  -1.039814993334177E-004 6.015614425884079E-021 
          72          38  -1.407852461151989E-004 5.786917740953524E-020 
          72          39  -1.388932930103558E-004 -4.549145648508075E-020 
          72          40  -1.013352019004067E-004 3.859293262934234E-020 
          72          41  4.865528540912017E-005 6.881712227045291E-021 
          72          42  5.379673898953271E-005 -3.122060614517534E-020 
          72          43  -1.517974009249131E-005 1.551746022571925E-019 
          72          44  8.283540180578120E-004 -4.597546952716708E-019 
          72          45  -2.017582359228391E-005 2.939150883187565E-019 
          72          46  2.791855295568715E-004 4.054181290792716E-020 
          72          47  -1.322938984907938E-004 1.455420712142369E-020 
          72          48  2.740215704555428E-004 3.660300055619265E-020 
          72          49  -3.815411923748712E-003 -2.726679792463001E-018 
          72          50  -3.533665751470181E-003 7.375012780622614E-020 
          72          51  2.157634873631328E-004 -4.944373669673647E-019 
          72          52  -9.960737513973765E-004 -6.811824252454337E-020 
          72          53  -1.007431706920870E-003 -6.630403636014869E-019 
          72          54  2.026157069794279E-004 3.484497007647012E-019 
          72          55  1.286387542978356E-002 3.226047386290969E-018 
          72          56  7.548736833242110E-003 4.501998569929363E-018 
          72          57  -6.916031725539532E-003 1.391454471457051E-018 
          72          58  4.347000352020715E-003 3.078946516520475E-018 
          72          59  -6.950214018360353E-003 4.508661574832090E-018 
          72          60  7.892995683507835E-003 4.686291652639670E-018 
          72          61  -0.103683622209374 -4.220804664501149E-018 
          72          62  1.505417560231715E-002 -2.517851610488089E-018 
          72          63  -5.444691819384547E-003 -2.901355246045516E-018 
          72          64  -5.452807995962378E-003 -1.617071087128710E-018 
          72          65  1.517931195397132E-002 3.354552292426694E-018 
          72          66  -0.105242385480543 3.596475575161727E-017 
          72          67  -0.109720017396521 -2.700114537275379E-018 
          72          68  7.587648457454777E-003 6.782638533877396E-018 
          72          69  3.659199925831222E-004 2.513361002575123E-018 
          72          70  7.551889500403734E-003 2.488492677248413E-018 
          72          71  -0.109426388824267 1.353214907312879E-017 
          72          72  0.558896838609156 -5.811044746368449E-017 
          72          73  1.369486654785859E-002 -3.008327564953553E-018 
          72          74  -3.437942280979575E-003 -2.563746045828959E-018 
          72          75  -3.417092475323828E-003 7.493087437135961E-018 
          72          76  1.361129433248593E-002 1.110604305633065E-017 
          72          77  -0.103545247860674 5.333226623868544E-018 
          72          78  -0.103888942742699 -7.587774641271380E-018 
          72          79  -4.753020271679930E-003 1.128496728429013E-017 
          72          80  9.747588178702003E-004 5.361184463762132E-018 
          72          81  -4.711853574600154E-003 -9.412113270629929E-018 
          72          82  7.034555040119332E-003 -6.748414206428225E-018 
          72          83  1.153316974443816E-002 3.311456906012046E-018 
          72          84  7.144916248967940E-003 -6.226670631840869E-018 
          72          85  -1.593885825326307E-004 9.620865006674224E-020 
          72          86  -1.540064288443897E-004 -3.113414361926598E-019 
          72          87  -4.704712759809065E-004 1.392937071011828E-018 
          72          88  -2.923851346087314E-003 5.001708845386485E-019 
          72          89  -2.856291717466974E-003 -2.227563479435826E-019 
          72          90  -4.624659067733426E-004 -4.334700656409627E-019 
          72          91  -1.949709598019130E-004 1.935818209602977E-019 
          72          92  2.391773832124912E-004 -2.611007065715927E-019 
          72          93  5.181116576471867E-005 -1.159149784492989E-020 
          72          94  6.911712781951908E-004 -1.176497589237407E-019 
          72          95  3.131232927614858E-005 -1.298918075853469E-020 
          72          96  2.314800964472499E-004 -3.453720549571019E-019 
          72          97  8.842250294202219E-007 4.669075398578770E-020 
          72          98  -8.893735565247915E-005 -4.154699147179767E-021 
          72          99  -2.415152019999175E-004 -4.996648178117774E-024 
          72         100  -2.290121269404404E-004 -1.256045445977161E-020 
          72         101  -7.729090859195672E-005 5.409802236798384E-020 
          72         102  -1.803709701907822E-006 -4.886898311320384E-020 
          72         103  9.884020786443905E-006 -2.926202554744093E-020 
          72         104  4.022025440700709E-005 -1.225086308282142E-020 
          72         105  3.269889819925981E-005 -7.388248360860062E-021 
          72         106  3.621862413676016E-005 2.617348414509932E-021 
          72         107  8.642225502568358E-006 2.454028279620075E-021 
          72         108  -2.718839389763303E-005 1.379639750862991E-020 
          73          37  -2.719815928417506E-005 -2.770864379294269E-021 
          73          38  8.623611510059524E-006 -8.404549561110003E-021 
          73          39  3.617215386515560E-005 1.874142978724225E-020 
          73          40  3.266405690117903E-005 4.609312743038633E-021 
          73          41  4.018890149029295E-005 -2.724575816986305E-020 
          73          42  9.909488364793683E-006 5.333686963990609E-022 
          73          43  -1.896160725153363E-006 4.819015591218749E-020 
          73          44  -7.730633510618872E-005 4.019371364931517E-020 
          73          45  -2.288825678561906E-004 1.587805366307217E-020 
          73          46  -2.414817778838938E-004 -1.150702433160891E-019 
          73          47  -8.889229729024986E-005 -1.597419166161606E-020 
          73          48  8.319072705458189E-007 2.575852706508866E-020 
          73          49  2.316968207377117E-004 -3.394087100419263E-019 
          73          50  3.113583092735619E-005 3.656232632406537E-019 
          73          51  6.919104011156822E-004 1.386647987535775E-019 
          73          52  5.103750643434928E-005 5.147645192523484E-020 
          73          53  2.392197460339515E-004 -2.858926206937989E-020 
          73          54  -1.947084809361648E-004 -3.522520604206487E-019 
          73          55  -4.610956739421002E-004 2.290977131205025E-020 
          73          56  -2.856370771234356E-003 1.184719047963296E-018 
          73          57  -2.923963781084589E-003 -1.670923845244617E-018 
          73          58  -4.694080910799968E-004 -1.100096308764879E-018 
          73          59  -1.552244643985513E-004 -3.972690920693241E-019 
          73          60  -1.607773621907104E-004 -8.992553202514103E-019 
          73          61  7.142801627676118E-003 -2.737529925263346E-018 
          73          62  1.153280552914570E-002 3.632555670844163E-018 
          73          63  7.035519102466407E-003 -6.736537443990003E-020 
          73          64  -4.715137881122163E-003 1.462486020215306E-018 
          73          65  9.779802441902039E-004 5.090142586248417E-019 
          73          66  -4.755435625843294E-003 -6.316531195788128E-018 
          73          67  -0.103886281512602 -6.327650216871218E-017 
          73          68  -0.103547886400358 -1.345531134012553E-017 
          73          69  1.361135734307927E-002 -7.246840453314213E-018 
          73          70  -3.417508535114164E-003 4.722357557412219E-018 
          73          71  -3.437627015204401E-003 -1.591085879717256E-017 
          73          72  1.369486654785859E-002 -3.008327564953553E-018 
          73          73  0.558900418681770 4.005133165837169E-017 
          73          74  -0.109429999689774 1.011915551441144E-017 
          73          75  7.552119213882174E-003 -1.653551045764548E-017 
          73          76  3.636779007390526E-004 -1.430218116018484E-019 
          73          77  7.585772465050473E-003 -6.143173598202822E-018 
          73          78  -0.109718593905036 -3.563294623218481E-017 
          73          79  -0.105236476043176 -6.205333874887290E-018 
          73          80  1.517380152844288E-002 -8.581074999101849E-019 
          73          81  -5.449600592167017E-003 2.262875885765199E-017 
          73          82  -5.440153207325845E-003 3.099078483122359E-018 
          73          83  1.504950414085695E-002 2.381510021664291E-018 
          73          84  -0.103678448192278 -3.366936619380286E-018 
          73          85  7.890479205344724E-003 -2.002619757300278E-018 
          73          86  -6.945951361045599E-003 1.936397318560260E-018 
          73          87  4.342974627387837E-003 -1.838770509823110E-018 
          73          88  -6.911978752742416E-003 9.433253334019194E-019 
          73          89  7.547549192738639E-003 -1.857658520799491E-018 
          73          90  1.286122950504171E-002 5.224608229643900E-019 
          73          91  2.023946280654672E-004 -1.937261231496634E-019 
          73          92  -1.007390032537503E-003 1.037505686307612E-018 
          73          93  -9.955953400867096E-004 1.067093212076572E-018 
          73          94  2.160871083697894E-004 1.781291876928219E-019 
          73          95  -3.534693530653694E-003 2.542077391681826E-019 
          73          96  -3.814783075796347E-003 -1.193198656534125E-018 
          73          97  2.740942166794768E-004 1.282827592960162E-019 
          73          98  -1.322058722018841E-004 1.127624207332626E-019 
          73          99  2.790562869763467E-004 -4.202156012838870E-020 
          73         100  -2.000722875167590E-005 1.077498491018552E-020 
          73         101  8.287072658818050E-004 1.060723548036113E-020 
          73         102  -1.522059388969194E-005 7.307674590045413E-020 
          73         103  5.371267950499842E-005 6.258559518484281E-020 
          73         104  4.849548333015633E-005 -7.370856714552394E-021 
          73         105  -1.012876502130065E-004 4.561729848995973E-020 
          73         106  -1.390379622521451E-004 -3.310897013576185E-020 
          73         107  -1.411591094201880E-004 -1.780694732915936E-020 
          73         108  -1.040494071338324E-004 3.135764250343852E-020 
          74          37  8.983467817057946E-006 -7.209759259568686E-021 
          74          38  -2.538344541052066E-005 1.839871963966809E-020 
          74          39  9.433041943199845E-006 -2.431316690566804E-021 
          74          40  3.641320242771532E-005 -6.811240649668956E-022 
          74          41  3.417283313378839E-005 -8.994922636412627E-021 
          74          42  4.067525552793903E-005 7.043449788918767E-021 
          74          43  -1.475508973315400E-006 -7.844880285910098E-020 
          74          44  -3.037437360275357E-007 -4.641218110888787E-020 
          74          45  -8.002830552383232E-005 3.238656582997563E-020 
          74          46  -2.329307744132806E-004 7.315970836334146E-020 
          74          47  -2.427749863339096E-004 -4.685310997980083E-020 
          74          48  -8.826745673081074E-005 1.021065715182383E-019 
          74          49  -1.862617120699299E-004 -1.293957499278510E-019 
          74          50  2.251293864230044E-004 1.027927573249102E-019 
          74          51  4.884812435300292E-005 3.211121107900558E-020 
          74          52  7.011257781114185E-004 1.207696435601023E-020 
          74          53  5.354076605051096E-005 1.079217629057537E-019 
          74          54  2.426340312165811E-004 1.780874392245769E-019 
          74          55  -1.689045430799236E-004 -5.283006835121936E-020 
          74          56  -4.194126497819645E-004 -9.711916565548883E-019 
          74          57  -2.899120151957997E-003 -1.130740794887996E-018 
          74          58  -2.967130389099151E-003 1.703029811472912E-019 
          74          59  -4.682296593995414E-004 3.082954911569307E-019 
          74          60  -1.581386412925224E-004 9.445567401121993E-019 
          74          61  -4.707186445432412E-003 2.425028616072998E-018 
          74          62  6.929669312580371E-003 2.287746070599615E-019 
          74          63  1.162424573077225E-002 -2.658441977215702E-018 
          74          64  7.101739225947532E-003 1.671357420287857E-019 
          74          65  -4.726255772404370E-003 -2.106306928046682E-019 
          74          66  9.798065628880753E-004 -2.922858730534025E-018 
          74          67  1.360532790184693E-002 -9.948901306270827E-018 
          74          68  -0.103457283911873 1.944521498080570E-017 
          74          69  -0.103947610307224 -6.808645407517119E-018 
          74          70  1.362732760842581E-002 -1.855646959970103E-017 
          74          71  -3.427956063811411E-003 4.444840666691739E-018 
          74          72  -3.437942280979575E-003 -2.563746045828959E-018 
          74          73  -0.109429999689774 1.011915551441144E-017 
          74          74  0.558877238581000 7.629344521378163E-018 
          74          75  -0.109172097500351 -1.775138295863951E-017 
          74          76  7.536998723847436E-003 6.807800363192762E-018 
          74          77  3.783505754757619E-004 -4.632895447255078E-018 
          74          78  7.586515189737117E-003 1.528274413228208E-017 
          74          79  -0.104948841243527 -6.730869494179824E-018 
          74          80  -0.104832579787644 -1.064964227836556E-017 
          74          81  1.507191055516030E-002 -1.118039799112812E-018 
          74          82  -5.410428333655374E-003 9.738401944624397E-018 
          74          83  -5.476881593166303E-003 3.841007037287363E-018 
          74          84  1.506032806573844E-002 5.610349391013533E-018 
          74          85  1.305616954298540E-002 -3.625866586305116E-018 
          74          86  7.682133499729877E-003 4.840067077893709E-018 
          74          87  -6.871838274752107E-003 -3.377223366974276E-018 
          74          88  4.354247023399979E-003 -1.880550497941540E-018 
          74          89  -6.780037131762165E-003 -1.456798024283750E-018 
          74          90  7.558479222951282E-003 1.826293510722658E-019 
          74          91  -3.653007364563208E-003 -3.946204718316121E-019 
          74          92  2.350640756236043E-004 1.008591690015246E-018 
          74          93  -9.688922443203016E-004 9.996919873527097E-019 
          74          94  -9.834768001867474E-004 4.394252257975663E-020 
          74          95  3.047778165807738E-004 1.627409028576953E-019 
          74          96  -3.527575290813300E-003 -4.941198134993513E-020 
          74          97  -2.399945126810998E-005 -3.254074182267949E-019 
          74          98  2.649398330017796E-004 -3.396557762763365E-019 
          74          99  -1.219852823078769E-004 -2.864553694444167E-020 
          74         100  2.520171317411159E-004 1.482894040963172E-020 
          74         101  -4.220356543881536E-005 -8.650558105958677E-020 
          74         102  8.269102976194815E-004 -2.121379987788732E-019 
          74         103  -9.960561825552446E-005 6.433294930959033E-020 
          74         104  5.334887433363675E-005 1.453577830719443E-020 
          74         105  4.416020050454521E-005 8.345945918967899E-020 
          74         106  -8.821217694239837E-005 -1.316014455906145E-020 
          74         107  -1.195294492354056E-004 6.522265846084754E-020 
          74         108  -1.451829336376441E-004 3.509904842254927E-020 
          75          37  3.792610973813336E-005 8.354500568654516E-021 
          75          38  8.319823344110634E-006 -7.842669189742413E-021 
          75          39  -2.548615913574510E-005 -7.518424647574701E-021 
          75          40  9.522533309452070E-006 9.763933721797898E-021 
          75          41  3.695056455460458E-005 -1.816151504601058E-020 
          75          42  3.372690454967493E-005 -5.201196613696922E-022 
          75          43  -8.238687609163897E-005 -3.686467703558290E-020 
          75          44  -2.623333514504202E-006 3.385121006593282E-022 
          75          45  -1.979169498365956E-006 5.453621502233016E-020 
          75          46  -8.007509938634325E-005 1.687871709211164E-020 
          75          47  -2.324975990466831E-004 -9.654575519435659E-020 
          75          48  -2.402699314321864E-004 1.018205802533021E-020 
          75          49  2.421192752788567E-004 4.185786366784794E-020 
          75          50  -1.734492420610584E-004 -1.398829976672875E-019 
          75          51  2.225881025514790E-004 -2.714114130313925E-020 
          75          52  4.285878779926479E-005 -2.446201805125901E-020 
          75          53  7.031529680666662E-004 -3.906379745163623E-019 
          75          54  4.381997259107850E-005 -1.217604118743467E-019 
          75          55  -1.793221112816202E-004 -8.045069389719857E-020 
          75          56  -1.634557753193369E-004 -1.263129270793339E-019 
          75          57  -4.035205203732805E-004 -3.509777122988058E-020 
          75          58  -2.862037722698325E-003 2.394721296246707E-019 
          75          59  -2.969356300512841E-003 1.599172092255322E-018 
          75          60  -4.669899635594712E-004 2.742703658224787E-019 
          75          61  1.000031343075567E-003 -2.766755560726386E-019 
          75          62  -4.625703788566068E-003 1.132765279547062E-019 
          75          63  6.880822531222400E-003 1.798096798065592E-018 
          75          64  1.162487396419357E-002 2.464917053958394E-018 
          75          65  7.103569082746663E-003 -3.413734326918188E-018 
          75          66  -4.720736815158981E-003 -5.218349907314633E-018 
          75          67  -3.422214030755154E-003 -8.154285698950210E-018 
          75          68  1.351286200933790E-002 -6.430374953461293E-018 
          75          69  -0.103336692566690 -3.146089218730997E-017 
          75          70  -0.104027311319609 8.953445568108364E-018 
          75          71  1.362750280411622E-002 -1.530432518554852E-017 
          75          72  -3.417092475323828E-003 7.493087437135961E-018 
          75          73  7.552119213882174E-003 -1.653551045764548E-017 
          75          74  -0.109172097500351 -1.775138295863951E-017 
          75          75  0.558900400972779 2.753707020072250E-016 
          75          76  -0.109150201801353 2.748783338899725E-017 
          75          77  7.538734754451927E-003 -2.314609715208518E-018 
          75          78  3.669724986856741E-004 -1.134744908643192E-017 
          75          79  1.519050896852074E-002 -1.075818160576655E-018 
          75          80  -0.105383999292913 1.102394034770024E-017 
          75          81  -0.104758620069860 4.742840419765964E-017 
          75          82  1.507276438069402E-002 2.127933124295713E-018 
          75          83  -5.421640572863294E-003 -5.963975719455938E-018 
          75          84  -5.449850987791352E-003 4.551718196448393E-018 
          75          85  7.803618491287365E-003 6.586891977502488E-018 
          75          86  1.317226414836936E-002 3.655898869820610E-018 
          75          87  7.649388828481465E-003 1.948287624444151E-019 
          75          88  -6.879588590338975E-003 2.461464597424087E-018 
          75          89  4.363929706386846E-003 -1.430849440195716E-018 
          75          90  -6.921586673287006E-003 4.188213223076001E-018 
          75          91  -3.717391189777082E-003 -2.074445592222180E-019 
          75          92  -3.684683126103961E-003 2.053556730638316E-019 
          75          93  2.395770370019093E-004 -5.733169612214509E-019 
          75          94  -9.975490898602381E-004 6.384897750243611E-019 
          75          95  -9.856220766081038E-004 8.306027248278585E-020 
          75          96  2.143182725721909E-004 -1.113591129585908E-018 
          75          97  8.495867085948688E-004 -1.520302923880715E-019 
          75          98  -6.904089466321408E-006 -3.819669207165472E-020 
          75          99  2.630816089044389E-004 4.586612640837512E-020 
          75         100  -1.138741055870117E-004 7.732955988687611E-020 
          75         101  2.497095198837849E-004 1.553722193894594E-020 
          75         102  -1.656116241567890E-005 2.017414386540319E-019 
          75         103  -1.464183404225730E-004 -7.037289821834593E-020 
          75         104  -1.052479621286857E-004 1.329713950911489E-019 
          75         105  5.000971846465706E-005 6.200398615616099E-020 
          75         106  4.220581237566796E-005 -5.166825713465464E-020 
          75         107  -9.085224983379232E-005 -1.385900332568380E-020 
          75         108  -1.434352465385497E-004 -1.033768898334516E-020 
          76          37  3.151497650302984E-005 1.277976857672103E-020 
          76          38  3.337370547330206E-005 8.315148692305800E-021 
          76          39  9.345299962186013E-006 -6.769971137602249E-021 
          76          40  -2.550150844652612E-005 1.121865367940734E-020 
          76          41  9.546428773314969E-006 -7.275138065889139E-021 
          76          42  3.686948437823785E-005 -2.247172397988052E-021 
          76          43  -2.243934100169255E-004 4.006302609649545E-021 
          76          44  -6.760019088434467E-005 -1.580260886498611E-020 
          76          45  -6.895414424007156E-006 4.749095016124439E-020 
          76          46  -2.952561919654557E-006 1.320462139243139E-020 
          76          47  -7.844149411824830E-005 2.831475821527637E-020 
          76          48  -2.278394960342890E-004 1.342683085634274E-019 
          76          49  2.940816496211790E-005 -8.842589517089852E-020 
          76          50  2.141973468007037E-004 2.858892453311974E-020 
          76          51  -1.643029404504156E-004 3.559965694246566E-020 
          76          52  2.229810695498646E-004 6.623946865189839E-020 
          76          53  4.194740976581740E-005 -8.573809585482666E-020 
          76          54  6.929515827225722E-004 -3.648315572709729E-019 
          76          55  -4.354556221456816E-004 -5.364603841453635E-020 
          76          56  -1.882296474922977E-004 3.358444065132535E-019 
          76          57  -1.909938551396787E-004 3.390889662601998E-019 
          76          58  -4.085228511221792E-004 -1.477748872391402E-019 
          76          59  -2.880497522466323E-003 -1.292517931088555E-019 
          76          60  -2.906210345857893E-003 -3.746578556564653E-019 
          76          61  -4.668670779116729E-003 -4.856487674539525E-019 
          76          62  1.042542216186515E-003 1.147157174641786E-018 
          76          63  -4.621532561980981E-003 9.657763780887973E-019 
          76          64  6.875897128202309E-003 -1.798481639944053E-018 
          76          65  1.160790355645881E-002 -3.375897435529674E-019 
          76          66  7.035857203529550E-003 -6.811296604118383E-019 
          76          67  -3.406799742540861E-003 9.503381948748888E-019 
          76          68  -3.396790304827234E-003 2.877528351371899E-018 
          76          69  1.350274001222488E-002 4.190134837601216E-018 
          76          70  -0.103338799972220 6.886266013896903E-017 
          76          71  -0.103946415840964 2.000604186388794E-017 
          76          72  1.361129433248593E-002 1.110604305633065E-017 
          76          73  3.636779007390526E-004 -1.430218116018484E-019 
          76          74  7.536998723847436E-003 6.807800363192762E-018 
          76          75  -0.109150201801353 2.748783338899725E-017 
          76          76  0.558905252015669 -1.787279645614852E-016 
          76          77  -0.109158682434393 -3.473787709090344E-017 
          76          78  7.553447096868721E-003 5.941940127785828E-019 
          76          79  -5.448144444198227E-003 -2.659098647122636E-018 
          76          80  1.520529552826364E-002 1.729913806928738E-018 
          76          81  -0.105471065709445 -1.983240000939207E-017 
          76          82  -0.104800988631244 -3.044201313651587E-017 
          76          83  1.509907668721010E-002 -1.039010905356481E-017 
          76          84  -5.459654310803017E-003 -1.946895485299198E-018 
          76          85  -6.991724244761982E-003 3.125981032965486E-018 
          76          86  7.876576722761002E-003 1.403268617807640E-018 
          76          87  1.320010725543418E-002 8.708660385703158E-018 
          76          88  7.658817455038882E-003 -7.329873169268174E-019 
          76          89  -6.890587963261544E-003 -2.334967715149828E-020 
          76          90  4.357122282101685E-003 2.289666219409665E-018 
          76          91  2.052165162670661E-004 -9.073434079353218E-019 
          76          92  -3.787749267576228E-003 -6.727632598529820E-020 
          76          93  -3.662224761420718E-003 -1.469383188195129E-018 
          76          94  2.414688654689913E-004 1.163626442661366E-018 
          76          95  -9.705986704071711E-004 -1.004115971986923E-019 
          76          96  -9.983370568067607E-004 -2.356386328399510E-019 
          76          97  -5.681064723976587E-006 6.769177076856474E-020 
          76          98  8.619830827075863E-004 -1.629736738539757E-019 
          76          99  -1.153058152420475E-005 1.664156282297087E-019 
          76         100  2.633568874975780E-004 -1.139617519401711E-019 
          76         101  -1.209114167314490E-004 1.429119721737479E-019 
          76         102  2.739783801563047E-004 2.097481347773420E-019 
          76         103  -1.577237966421892E-004 6.211964931127326E-020 
          76         104  -1.461789578126370E-004 -5.050937897989792E-022 
          76         105  -1.025524480242181E-004 4.608795405104766E-020 
          76         106  4.626631408555834E-005 6.360001609653551E-021 
          76         107  5.014289403741069E-005 6.197828000485746E-021 
          76         108  -1.080719660420025E-004 -6.905101070404698E-021 
          77          37  3.703631063430944E-005 9.629047974445415E-022 
          77          38  2.782973568414608E-005 -4.308612467676615E-021 
          77          39  3.284319452701962E-005 1.114088344593614E-020 
          77          40  8.428397969841954E-006 2.203806877029470E-020 
          77          41  -2.544834906841403E-005 -5.191913277431533E-022 
          77          42  8.091224410228485E-006 3.059846224678882E-020 
          77          43  -2.217332890849700E-004 -2.293844432520706E-020 
          77          44  -2.001261224231355E-004 1.262548280366575E-020 
          77          45  -6.838383395027716E-005 -3.004634579033456E-021 
          77          46  -1.206824887918172E-006 3.950466927447994E-020 
          77          47  -2.359903474541337E-006 -4.232484399566585E-020 
          77          48  -7.565223345548038E-005 3.907683630933441E-020 
          77          49  6.746548790730337E-004 1.627603585742526E-019 
          77          50  1.045615147781351E-005 5.130382010107482E-020 
          77          51  2.096203232340062E-004 1.106653850241240E-019 
          77          52  -1.720054841256060E-004 -1.476616003552285E-020 
          77          53  2.357483423121596E-004 7.014771821794072E-020 
          77          54  2.658133984901181E-005 2.785505689410337E-020 
          77          55  -2.743879688276594E-003 -5.111724077950862E-019 
          77          56  -3.255128726211408E-004 -1.207786417914275E-018 
          77          57  -1.867503678962353E-004 3.569824481668174E-020 
          77          58  -1.542526601169586E-004 -4.766191208830701E-019 
          77          59  -4.364597585069707E-004 -4.845437190634448E-019 
          77          60  -2.837994031003599E-003 -3.755973385590101E-019 
          77          61  6.797483363582229E-003 -2.826274553365454E-019 
          77          62  -4.531609897353503E-003 -2.180161454969406E-018 
          77          63  1.037365846542178E-003 -1.509610866177948E-018 
          77          64  -4.613877930403034E-003 2.096220887946206E-019 
          77          65  6.919939147596491E-003 2.484257933271758E-019 
          77          66  1.150801996443949E-002 3.620349001692447E-019 
          77          67  1.347395642977293E-002 8.441795159600638E-018 
          77          68  -3.435378037434423E-003 -2.785068980821749E-018 
          77          69  -3.396643010627474E-003 -5.361197192502466E-019 
          77          70  1.351309732246284E-002 6.588800407508491E-018 
          77          71  -0.103463313655191 -5.810732341213590E-017 
          77          72  -0.103545247860674 5.333226623868544E-018 
          77          73  7.585772465050473E-003 -6.143173598202822E-018 
          77          74  3.783505754757619E-004 -4.632895447255078E-018 
          77          75  7.538734754451927E-003 -2.314609715208518E-018 
          77          76  -0.109158682434393 -3.473787709090344E-017 
          77          77  0.558886830807803 -2.140110021007794E-017 
          77          78  -0.109394840081254 1.070338512352801E-017 
          77          79  -5.493621693214905E-003 -1.760013765197422E-018 
          77          80  -5.461716022463684E-003 -2.185127268063575E-017 
          77          81  1.520339323467242E-002 -7.020127060898989E-019 
          77          82  -0.105361485168596 -4.150456749150553E-017 
          77          83  -0.104937685164809 9.041265423317180E-018 
          77          84  1.519743530874003E-002 -1.785473382993094E-017 
          77          85  4.373775111266824E-003 2.585206038800622E-018 
          77          86  -7.000196141506814E-003 2.303252632104761E-018 
          77          87  7.873710447054264E-003 -1.064772815389152E-018 
          77          88  1.319808235935114E-002 3.372080105727135E-018 
