Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= 8000
          48          76  -2.278394960342890E-004 1.342683085634274E-019 
          48          77  -7.565223345548038E-005 3.907683630933441E-020 
          48          78  -3.295750857817377E-006 8.824174056280514E-020 
          48          79  1.450354869791281E-005 -2.121679691604682E-021 
          48          80  3.345486785187044E-005 -2.343297347720845E-020 
          48          81  2.218442824545518E-005 -5.476964473653186E-021 
          48          82  2.921956539450309E-005 9.542942851360249E-021 
          48          83  1.342425885785137E-005 1.015377986543360E-020 
          48          84  -4.399795242660434E-005 -2.318535975376832E-020 
          48          85  -1.370437518267090E-005 -4.890370843868309E-021 
          48          86  1.883938027228137E-006 -2.926018881172459E-021 
          48          87  3.071387462925343E-006 3.822352206631257E-021 
          48          88  -1.321791876879862E-005 -1.044025349930737E-020 
          48          89  5.169878867125850E-006 6.484607812042483E-021 
          48          90  4.284603421070883E-006 -3.371026326839088E-021 
          48          91  3.891808117608762E-006 1.833284594337023E-021 
          48          92  -6.629549389188869E-006 -2.391822988564275E-021 
          48          93  3.756656933537790E-006 3.141645377618151E-021 
          48          94  2.641916886361572E-007 -8.069474662387390E-022 
          48          95  -1.920884365365771E-006 2.396393054756583E-022 
          48          96  3.654460019729516E-007 1.541665385859718E-021 
          48          97  -1.811401175640241E-007 7.799677820999633E-022 
          48          98  -2.257392317910538E-007 5.800317875054404E-023 
          48          99  -1.030546903760400E-006 6.934375074698369E-023 
          48         100  -4.210214746372750E-008 -1.320139820270557E-022 
          48         101  -2.089300271072562E-008 -1.951535128440710E-022 
          48         102  -1.024475292091443E-006 -2.194641082970438E-022 
          48         103  3.613212235739567E-007 -3.916520713972432E-022 
          48         104  3.077299903212397E-007 -3.134936702296417E-022 
          48         105  1.505260142816289E-007 -3.791325692890955E-022 
          48         106  3.985622795885583E-007 -2.666450566750042E-022 
          48         107  1.433816670052088E-007 -2.094804950397387E-022 
          48         108  2.944722756028351E-007 -9.032114418486794E-023 
          49          37  6.926705364739913E-003 2.799116248318357E-018 
          49          38  1.121937369389042E-002 -3.700300521748055E-018 
          49          39  6.822738966940590E-003 1.949361884420157E-018 
          49          40  -4.199546124630624E-003 4.911325739782272E-018 
          49          41  1.253014626402540E-004 -2.197823810366610E-018 
          49          42  -4.239088632064841E-003 1.179259547857300E-017 
          49          43  -0.103932290908093 -4.841006048410252E-017 
          49          44  -0.103627965949490 1.227526471796001E-017 
          49          45  1.360596235430557E-002 -5.043362983234295E-018 
          49          46  -3.386652616189828E-003 8.394723704590562E-018 
          49          47  -3.409159985310142E-003 5.803581800980833E-019 
          49          48  1.368252361986204E-002 -5.631438401472876E-018 
          49          49  0.559897412440613 1.132406537120692E-016 
          49          50  -0.109590807758862 5.359723427587201E-017 
          49          51  7.722138056438491E-003 -3.522120610130096E-018 
          49          52  9.722169072415480E-004 -6.824506500216013E-018 
          49          53  7.762906135107543E-003 9.506137635574182E-018 
          49          54  -0.109879538228310 -2.805429153574002E-017 
          49          55  -0.105903369949221 -3.206902309446557E-017 
          49          56  1.587935133556821E-002 -1.846897240888188E-017 
          49          57  -6.393836530000738E-003 -7.630925693349749E-019 
          49          58  -6.390208198613565E-003 -9.540235933980422E-018 
          49          59  1.576143851765664E-002 3.167041933889377E-018 
          49          60  -0.104402484114453 -1.810369964733829E-017 
          49          61  8.066364779536206E-003 9.971954913537542E-018 
          49          62  -7.451555391223182E-003 -1.530935183045035E-018 
          49          63  5.111584529738977E-003 -1.090926920878561E-018 
          49          64  -7.411430626043884E-003 6.813253730702160E-018 
          49          65  7.723375438121708E-003 4.050386601657564E-019 
          49          66  1.318927063600324E-002 -9.056187596585334E-019 
          49          67  2.039530594774967E-004 -1.636256962170774E-018 
          49          68  -1.004006852594828E-003 -7.621262324874927E-019 
          49          69  -9.985655612725218E-004 -4.107777877597484E-019 
          49          70  2.152680718363796E-004 -4.054704907355335E-019 
          49          71  -3.529690573484322E-003 -5.099962196386953E-019 
          49          72  -3.815411923748712E-003 -2.726679792463001E-018 
          49          73  2.316968207377117E-004 -3.394087100419263E-019 
          49          74  -1.862617120699299E-004 -1.293957499278510E-019 
          49          75  2.421192752788567E-004 4.185786366784794E-020 
          49          76  2.940816496211790E-005 -8.842589517089852E-020 
          49          77  6.746548790730337E-004 1.627603585742526E-019 
          49          78  4.084878944963346E-005 2.524645291805486E-019 
          49          79  8.556587701193952E-005 -3.263484202924866E-020 
          49          80  7.899554879332838E-005 9.246306209599426E-020 
          49          81  -1.151808055615531E-004 8.296686202866045E-020 
          49          82  -9.001740152252483E-005 -9.300543160219490E-020 
          49          83  -9.608087545469621E-005 2.885435108050626E-020 
          49          84  -1.174880381743471E-004 4.813777995413432E-021 
          49          85  -1.248059525924770E-004 1.334495342822717E-020 
          49          86  3.758336068303189E-005 -6.124395093637319E-020 
          49          87  -5.225792103542408E-006 4.122221062455479E-020 
          49          88  -2.218864357808706E-005 2.468155328134229E-021 
          49          89  -2.296429639499025E-006 -1.239310330618070E-020 
          49          90  3.339498516129695E-005 8.963429815574972E-021 
          49          91  1.412516509951281E-005 1.295213013328667E-020 
          49          92  -1.668928188027399E-005 5.743948327919108E-021 
          49          93  1.301134066729956E-005 -8.762885573290209E-021 
          49          94  1.179173836276526E-005 -3.983227423103828E-021 
          49          95  -1.618779638140355E-005 3.877704808785941E-021 
          49          96  1.509966894708466E-005 -1.301000097386106E-020 
          49          97  3.653876432567948E-007 -2.547323424763720E-021 
          49          98  3.863317537514964E-006 -3.214346517943275E-022 
          49          99  -6.342581682249672E-006 3.994208532756024E-021 
          49         100  3.953195888985329E-006 1.364955885238127E-021 
          49         101  1.661601604357741E-007 3.872317319426094E-021 
          49         102  -2.025779752574898E-006 2.696509878294999E-021 
          49         103  -5.465359192621338E-007 2.383730642525388E-022 
          49         104  -1.305712540212048E-006 -1.535325967200642E-021 
          49         105  -1.275465040987209E-006 -1.256241072331204E-021 
          49         106  -5.850399200543566E-007 -6.693972794798306E-022 
          49         107  -1.171525102970682E-006 -8.644149442834498E-022 
          49         108  -1.223139341294533E-006 -4.287719648710130E-022 
          50          37  -4.186080332688000E-003 1.062336625256258E-018 
          50          38  6.715974542755868E-003 -3.439251589840882E-018 
          50          39  1.130631503855644E-002 8.836084707689608E-018 
          50          40  6.886481890436140E-003 1.456931918304503E-018 
          50          41  -4.206555927437415E-003 -7.257612007559958E-018 
          50          42  1.251394152424349E-004 5.663433605371627E-018 
          50          43  1.358957474829877E-002 1.418462960618739E-017 
          50          44  -0.103508560234628 5.231675195264180E-017 
          50          45  -0.104016803347810 -1.439766508226769E-017 
          50          46  1.361849138019587E-002 -1.428109162655707E-018 
          50          47  -3.399595149976853E-003 1.086484562155437E-017 
          50          48  -3.406941408730222E-003 2.325622373020359E-018 
          50          49  -0.109590807758862 5.359723427587201E-017 
          50          50  0.559876878449010 3.600116110579014E-017 
          50          51  -0.109320796946877 -2.115415048976032E-017 
          50          52  7.707086258451489E-003 6.893990591230130E-018 
          50          53  9.900526500937728E-004 -1.607654977320630E-019 
          50          54  7.761528494489395E-003 -1.035424917451474E-017 
          50          55  -0.105642383012613 -1.926690484501174E-017 
          50          56  -0.105534444450214 8.482601376394824E-018 
          50          57  1.577723608650747E-002 -1.186698191813463E-017 
          50          58  -6.351196199347211E-003 -9.760526130183012E-019 
          50          59  -6.429708691017297E-003 1.708509049019495E-018 
          50          60  1.577213421411397E-002 2.193384159153009E-018 
          50          61  1.339796226749077E-002 8.725827445862360E-018 
          50          62  7.863639656550058E-003 -6.636832227357044E-019 
          50          63  -7.377691618506820E-003 2.005839264502077E-019 
          50          64  5.114743307683888E-003 -1.063113079788569E-018 
          50          65  -7.281639969522733E-003 -1.400798923082877E-018 
          50          66  7.732837123846932E-003 -1.009329089475134E-019 
          50          67  -3.661293328827449E-003 2.973114001255718E-020 
          50          68  2.376400011220295E-004 -2.543828807058167E-019 
          50          69  -9.709814052680315E-004 4.025258513827575E-019 
          50          70  -9.854178234692871E-004 6.820735634230652E-019 
          50          71  3.049180231646217E-004 2.418191406629970E-019 
          50          72  -3.533665751470181E-003 7.375012780622614E-020 
          50          73  3.113583092735619E-005 3.656232632406537E-019 
          50          74  2.251293864230044E-004 1.027927573249102E-019 
          50          75  -1.734492420610584E-004 -1.398829976672875E-019 
          50          76  2.141973468007037E-004 2.858892453311974E-020 
          50          77  1.045615147781351E-005 5.130382010107482E-020 
          50          78  6.718427833892934E-004 -1.335122564790571E-019 
          50          79  -1.129410305245117E-004 2.301481118110698E-021 
          50          80  8.308430018998136E-005 1.393696237412437E-020 
          50          81  7.342775900837953E-005 -1.413101341194835E-020 
          50          82  -1.026481772119604E-004 2.826304359037011E-020 
          50          83  -7.215131944799042E-005 -4.228376441472428E-020 
          50          84  -1.006199731677432E-004 -1.410315305910329E-020 
          50          85  3.438428708482582E-005 -5.351632362074136E-021 
          50          86  -1.212899499369923E-004 -2.717360095981299E-020 
          50          87  3.740893297008006E-005 -9.320993834230151E-021 
          50          88  -8.662785113366524E-006 1.693430020005585E-020 
          50          89  -2.255712524857454E-005 8.343469595469069E-021 
          50          90  -1.197337907532092E-006 3.056762451953981E-020 
          50          91  1.456548329505606E-005 4.288416363006170E-021 
          50          92  1.384575106920237E-005 7.682740706105935E-021 
          50          93  -1.600920814374490E-005 2.834772053420447E-021 
          50          94  1.356642891531798E-005 1.985853763785669E-021 
          50          95  1.161195657302247E-005 -5.702974492721781E-021 
          50          96  -1.618417822129097E-005 1.813279946346246E-021 
          50          97  -1.921770909059499E-006 -2.780625773945810E-021 
          50          98  1.714059791972167E-007 7.317047798040185E-022 
          50          99  3.719905969089116E-006 1.317480568484407E-021 
          50         100  -6.331000401045394E-006 6.805364846090910E-022 
          50         101  3.666019724836783E-006 -1.376550153254069E-021 
          50         102  7.322912421618703E-008 -4.520030050498650E-022 
          50         103  -1.136821940795574E-006 7.415011878262033E-022 
          50         104  -4.903240886372242E-007 -2.536650360716628E-023 
          50         105  -1.196404787449549E-006 9.610540180359540E-023 
          50         106  -1.131051110179390E-006 2.932589541715775E-022 
          50         107  -4.801270128297316E-007 7.746118499929739E-023 
          50         108  -1.138846107161828E-006 1.317561176159621E-022 
          51          37  1.599668494110884E-004 2.019532926481240E-018 
          51          38  -4.109754493481538E-003 1.152819162723857E-018 
          51          39  6.668626101420437E-003 -2.273382421953873E-019 
          51          40  1.130777154623174E-002 -1.541636063131454E-018 
          51          41  6.887250479322972E-003 3.744451950789981E-018 
          51          42  -4.201128151819567E-003 4.644931989075968E-018 
          51          43  -3.390014356336098E-003 1.677798785154386E-017 
          51          44  1.350104677681861E-002 4.299296989557668E-019 
          51          45  -0.103406061982112 -1.005505515211162E-016 
          51          46  -0.104084817549444 -2.465478419589822E-017 
          51          47  1.361924398597629E-002 -5.669147137232829E-018 
          51          48  -3.392748511569425E-003 -4.551582720832191E-018 
          51          49  7.722138056438491E-003 -3.522120610130096E-018 
          51          50  -0.109320796946877 -2.115415048976032E-017 
          51          51  0.559902295181970 4.273800930377007E-017 
          51          52  -0.109304581307068 -2.510994025829134E-017 
          51          53  7.711916807597246E-003 -1.094894917987458E-017 
          51          54  9.776781779058576E-004 6.660046812382964E-018 
          51          55  1.589520658752154E-002 3.197417910134163E-018 
          51          56  -0.106080947311221 -1.633975735612547E-017 
          51          57  -0.105473353871166 -1.160125933137051E-017 
          51          58  1.577906834710326E-002 6.810152333237008E-018 
          51          59  -6.362484213904672E-003 7.109775342757722E-019 
          51          60  -6.399202945776860E-003 8.117269365193174E-019 
          51          61  7.979946720655936E-003 4.019942017086948E-018 
          51          62  1.351174622978559E-002 -8.626980249305013E-018 
          51          63  7.830050492364253E-003 1.802971087839038E-018 
          51          64  -7.381296815310268E-003 -2.843700105933496E-018 
          51          65  5.120039784491717E-003 5.630513178525237E-018 
          51          66  -7.418477212052329E-003 -3.474623390442737E-018 
          51          67  -3.724336148175239E-003 2.592508258279583E-019 
          51          68  -3.692142983580643E-003 -9.805853067501155E-019 
          51          69  2.417320954870604E-004 1.005414342008039E-018 
          51          70  -9.977945893710517E-004 -2.090106799540605E-019 
          51          71  -9.845311428099530E-004 -2.566763084241158E-019 
          51          72  2.157634873631328E-004 -4.944373669673647E-019 
          51          73  6.919104011156822E-004 1.386647987535775E-019 
          51          74  4.884812435300292E-005 3.211121107900558E-020 
          51          75  2.225881025514790E-004 -2.714114130313925E-020 
          51          76  -1.643029404504156E-004 3.559965694246566E-020 
          51          77  2.096203232340062E-004 1.106653850241240E-019 
          51          78  3.889414426197979E-005 1.964378562672759E-019 
          51          79  -9.835360875620296E-005 -2.070370066454720E-020 
          51          80  -1.210465439776433E-004 -6.976796312173538E-020 
          51          81  8.061238072771163E-005 -4.142608703915922E-020 
          51          82  7.204720855414823E-005 3.582391757843813E-020 
          51          83  -1.053693576610354E-004 -5.250175346208205E-020 
          51          84  -9.492972633238208E-005 -5.413914317665718E-020 
          51          85  -4.430557072643547E-006 7.177018904200571E-020 
          51          86  4.013113148947396E-005 1.218379271970238E-020 
          51          87  -1.233789091532594E-004 -1.709898669951325E-020 
          51          88  3.928798339740938E-005 5.754633515948810E-020 
          51          89  -8.002464877829092E-006 1.561325613478941E-020 
          51          90  -2.086451866690556E-005 3.896539360567405E-021 
          51          91  -1.671725676889281E-005 -1.197931792308992E-020 
          51          92  1.284334425992356E-005 4.058626545014333E-021 
          51          93  1.341294900962745E-005 -3.297303847810063E-021 
          51          94  -1.664337895074943E-005 -1.249885240107296E-020 
          51          95  1.354681283766174E-005 -3.767240131026846E-022 
          51          96  1.180273156151279E-005 -5.840089574293643E-021 
          51          97  2.606927238780524E-007 9.101111238835862E-022 
          51          98  -1.620412655705872E-006 1.733356251404391E-021 
          51          99  2.837519575695018E-007 3.343701068119685E-021 
          51         100  3.834634043691732E-006 2.328363728436135E-021 
          51         101  -6.334707761223272E-006 7.640045933178850E-022 
          51         102  3.899903709641248E-006 4.313701155458183E-021 
          51         103  -1.243543448069116E-006 6.505035481126743E-024 
          51         104  -1.187868907788513E-006 1.209879526404551E-022 
          51         105  -5.578473996950860E-007 2.963753444116938E-022 
          51         106  -1.223779705023339E-006 -7.648978816497753E-022 
          51         107  -1.156225006237261E-006 -5.418448635016683E-022 
          51         108  -5.117441118053829E-007 -5.093963795431442E-022 
          52          37  -4.154034023912027E-003 1.721143283796918E-018 
          52          38  2.220399610799838E-004 8.108820672505790E-019 
          52          39  -4.112113398395159E-003 -1.678763489410210E-019 
          52          40  6.666827863857743E-003 -1.940718659087589E-018 
          52          41  1.129734509790012E-002 -7.864666943573482E-018 
          52          42  6.824527217824619E-003 2.912357990768959E-018 
          52          43  -3.380683887050803E-003 8.285598414031732E-018 
          52          44  -3.368802776573735E-003 1.506704106248512E-018 
          52          45  1.350112037521574E-002 -5.403837278498848E-018 
          52          46  -0.103430258723270 2.839437388257835E-017 
          52          47  -0.104004363631978 -1.785549152024433E-017 
          52          48  1.360222161807082E-002 1.419522771160522E-017 
          52          49  9.722169072415480E-004 -6.824506500216013E-018 
          52          50  7.707086258451489E-003 6.893990591230130E-018 
          52          51  -0.109304581307068 -2.510994025829134E-017 
          52          52  0.559908898262440 1.055917374403340E-016 
          52          53  -0.109316106210326 6.356616123076735E-017 
          52          54  7.729195297828931E-003 3.322125232713323E-018 
          52          55  -6.393433975794650E-003 -1.346537548565749E-018 
          52          56  1.591057777212616E-002 7.715857770935078E-018 
          52          57  -0.106163993346100 -3.298569001760437E-017 
          52          58  -0.105514318480483 7.753919883769479E-017 
          52          59  1.580672920435786E-002 1.344389761014310E-017 
          52          60  -6.405884649578544E-003 -1.137691710083953E-017 
          52          61  -7.492492262605547E-003 3.102701447847144E-018 
          52          62  8.051709177291583E-003 1.542883831340474E-019 
          52          63  1.353296656879338E-002 -6.255031760303525E-018 
          52          64  7.834999398387509E-003 -3.224841534823087E-018 
          52          65  -7.388489653177630E-003 3.886715526058875E-019 
          52          66  5.120559772631202E-003 8.378274969239520E-019 
          52          67  2.039819254546686E-004 -1.644448353649955E-019 
          52          68  -3.787502448086813E-003 1.381114197618292E-018 
          52          69  -3.662524319107464E-003 1.856169032236686E-018 
          52          70  2.396590815390274E-004 2.248224347058846E-019 
          52          71  -9.690782038277981E-004 -1.353367523276490E-019 
          52          72  -9.960737513973765E-004 -6.811824252454337E-020 
          52          73  5.103750643434928E-005 5.147645192523484E-020 
          52          74  7.011257781114185E-004 1.207696435601023E-020 
          52          75  4.285878779926479E-005 -2.446201805125901E-020 
          52          76  2.229810695498646E-004 6.623946865189839E-020 
          52          77  -1.720054841256060E-004 -1.476616003552285E-020 
          52          78  2.327996415184196E-004 -1.887481435540779E-019 
          52          79  -1.091563092202020E-004 3.505545593486462E-020 
          52          80  -9.527565461786951E-005 3.416350933187289E-022 
          52          81  -1.175035107356612E-004 5.234753423170896E-020 
          52          82  7.686733861044353E-005 4.299735870283819E-020 
          52          83  7.982869918520535E-005 -4.360024187021747E-020 
          52          84  -1.228814927753713E-004 1.941701270864187E-021 
          52          85  -2.122123986043643E-005 5.792390173993146E-021 
          52          86  -6.554437992484756E-006 -9.819788017354168E-021 
          52          87  4.010864408275039E-005 -1.911167895755580E-021 
          52          88  -1.235221670686668E-004 1.937777932009712E-020 
          52          89  3.758623009134277E-005 -5.113600672323393E-021 
          52          90  -3.965374985366557E-006 -2.447919169085972E-021 
          52          91  1.377327406759756E-005 -8.778996789987757E-021 
          52          92  -1.641143811690063E-005 1.271717021851621E-021 
          52          93  1.286187822074187E-005 6.011463449890071E-021 
          52          94  1.342199253293862E-005 2.671440218270901E-021 
          52          95  -1.600950254229582E-005 -2.497083088036527E-021 
          52          96  1.298524143407180E-005 6.633697992036501E-021 
          52          97  3.754732344841737E-006 -1.274350364793553E-021 
          52          98  3.706082704028859E-007 2.701939197304806E-021 
          52          99  -1.564390074413415E-006 -3.209110665575136E-023 
          52         100  3.266834166519200E-007 -7.238532742621764E-023 
          52         101  3.667517952019128E-006 -6.854210129573491E-022 
          52         102  -6.556645957307001E-006 6.319736096082239E-022 
          52         103  -5.154932988004477E-007 1.318402947996765E-021 
          52         104  -1.298060833284557E-006 6.656215941666461E-022 
          52         105  -1.263740502043445E-006 8.537390520910485E-022 
          52         106  -5.722707594210436E-007 4.896058845457865E-022 
          52         107  -1.172864011854124E-006 3.425243985940735E-022 
          52         108  -1.216206927614159E-006 9.957143910197112E-022 
          53          37  6.589007408081838E-003 -2.251051181880939E-019 
          53          38  -4.028501520658234E-003 5.188977328381392E-019 
          53          39  2.200525766343330E-004 -6.739227715442249E-020 
          53          40  -4.104739741294774E-003 -7.899559056360485E-019 
          53          41  6.712527445569330E-003 4.739250477776413E-019 
          53          42  1.120516365563884E-002 -2.993326313730386E-019 
          53          43  1.346936445904403E-002 -6.742175043267120E-018 
          53          44  -3.407493337447614E-003 5.287791902067105E-019 
          53          45  -3.375993369236949E-003 6.346905542916628E-018 
          53          46  1.351776883105151E-002 7.783476957008420E-018 
          53          47  -0.103569148209776 -3.233762697945959E-017 
          53          48  -0.103621831022973 5.060979422028096E-018 
          53          49  7.762906135107543E-003 9.506137635574182E-018 
          53          50  9.900526500937728E-004 -1.607654977320630E-019 
          53          51  7.711916807597246E-003 -1.094894917987458E-017 
          53          52  -0.109316106210326 6.356616123076735E-017 
          53          53  0.559890731963912 2.053970518350056E-017 
          53          54  -0.109553687363636 6.389718556348374E-017 
          53          55  -6.451699474183741E-003 -1.509685837748042E-019 
          53          56  -6.407361390180686E-003 3.229674433646558E-018 
          53          57  1.590766228778349E-002 1.914082210583729E-017 
          53          58  -0.106044609803677 -1.010081889451126E-017 
          53          59  -0.105636446619670 4.196662495006478E-017 
          53          60  1.590607354903673E-002 4.537594275244643E-018 
          53          61  5.148997109250153E-003 1.124916047910862E-017 
          53          62  -7.502978702964629E-003 -1.662048787847516E-019 
          53          63  8.048870139575734E-003 -1.300136213940699E-018 
          53          64  1.352423406908683E-002 1.748095877424651E-018 
          53          65  7.872981177205118E-003 -5.009309141216978E-018 
          53          66  -7.468065135337093E-003 -2.682214424954170E-018 
          53          67  -9.987761807445864E-004 3.692464297757195E-019 
          53          68  2.158765357893023E-004 1.559795644450499E-019 
          53          69  -3.788546278633698E-003 1.431667687721676E-018 
          53          70  -3.686607803447787E-003 3.795277901903302E-019 
          53          71  2.342502918792056E-004 1.211382118648528E-018 
          53          72  -1.007431706920870E-003 -6.630403636014869E-019 
          53          73  2.392197460339515E-004 -2.858926206937989E-020 
          53          74  5.354076605051096E-005 1.079217629057537E-019 
          53          75  7.031529680666662E-004 -3.906379745163623E-019 
          53          76  4.194740976581740E-005 -8.573809585482666E-020 
          53          77  2.357483423121596E-004 7.014771821794072E-020 
          53          78  -1.841976987325772E-004 6.409214818407288E-020 
          53          79  -1.259815334971334E-004 2.848173877751738E-020 
          53          80  -1.118427222848973E-004 5.943117918905615E-020 
          53          81  -9.309600694062821E-005 2.793227585210621E-020 
          53          82  -1.154437417999753E-004 -4.316661411323100E-020 
          53          83  7.422028311422101E-005 2.635206799408051E-020 
          53          84  8.583580841166893E-005 5.440476600854332E-020 
          53          85  1.047120929884790E-007 -4.435083021508838E-021 
          53          86  -2.069546466075967E-005 -1.212125733333014E-020 
          53          87  -7.498679589782918E-006 9.565527919907090E-021 
          53          88  4.027771855202293E-005 9.174384166806865E-022 
          53          89  -1.216405489916051E-004 -1.039706412974759E-020 
          53          90  3.724892565026427E-005 1.058450251275642E-020 
          53          91  1.185165658600177E-005 1.008847789285014E-020 
          53          92  1.388576324537904E-005 1.645566560957723E-021 
          53          93  -1.641186436261126E-005 -8.740198072007177E-021 
          53          94  1.284228104825595E-005 1.511188415647259E-020 
          53          95  1.387369294120152E-005 -8.668405167419978E-021 
          53          96  -1.668404282235331E-005 9.278862501385525E-021 
          53          97  -6.634504994880108E-006 -1.043093858092452E-021 
          53          98  3.828608203327377E-006 1.539091070955452E-021 
          53          99  4.405783066827444E-007 -1.857782637607986E-021 
          53         100  -1.642667630070252E-006 -1.436387913528563E-021 
          53         101  2.550351210094087E-007 3.891352833477399E-022 
          53         102  3.807723751478218E-006 -5.396666595039082E-022 
          53         103  -1.311634768551963E-006 -1.247045919938540E-022 
          53         104  -4.917013043792396E-007 3.625976399637719E-022 
          53         105  -1.251289206876371E-006 1.358306544901024E-022 
          53         106  -1.264717200513085E-006 9.860149507575025E-022 
          53         107  -4.811121809867197E-007 4.606856003670688E-022 
          53         108  -1.234891525907365E-006 -2.662835820304237E-022 
          54          37  1.101808939375136E-002 4.480180074151517E-018 
          54          38  6.585036724484610E-003 2.850567743520893E-019 
          54          39  -4.155407408767543E-003 2.771401143147228E-020 
          54          40  1.609667422877346E-004 2.112103210378656E-018 
          54          41  -4.180047030652029E-003 9.444341200203799E-019 
          54          42  6.928709055910916E-003 8.847776663682820E-018 
          54          43  -0.102368773530722 -4.228068112777232E-017 
          54          44  1.347463401539001E-002 -6.589036583091467E-018 
          54          45  -3.381203318885692E-003 3.859447638650478E-018 
          54          46  -3.398331045330202E-003 1.663884861905133E-017 
          54          47  1.360565480808786E-002 -1.038806027743957E-017 
          54          48  -0.103975523571530 -3.635209943881156E-017 
          54          49  -0.109879538228310 -2.805429153574002E-017 
          54          50  7.761528494489395E-003 -1.035424917451474E-017 
          54          51  9.776781779058576E-004 6.660046812382964E-018 
          54          52  7.729195297828931E-003 3.322125232713323E-018 
          54          53  -0.109553687363636 6.389718556348374E-017 
          54          54  0.559895581458004 2.720697352001694E-016 
          54          55  1.598248278961295E-002 -1.311392524920267E-017 
          54          56  -6.448458834633046E-003 -1.505192586768357E-018 
          54          57  -6.396364945178886E-003 2.438460569486190E-018 
          54          58  1.588192989103408E-002 1.722598557765278E-018 
          54          59  -0.105617769418593 3.603729001885889E-018 
          54          60  -0.105970870902156 -7.430680001931389E-019 
          54          61  -7.506819882201275E-003 -1.244249705722654E-018 
          54          62  5.145005714660634E-003 -6.612752253436893E-018 
          54          63  -7.484970716321667E-003 -1.952982542304556E-019 
          54          64  7.974694907805517E-003 2.044700165688133E-018 
          54          65  1.341262308107768E-002 -1.267833342008449E-018 
          54          66  8.072150117585806E-003 -3.525805538738628E-018 
          54          67  -1.007840884517952E-003 -1.464688127124622E-018 
          54          68  -9.997272762787795E-004 2.458052818323535E-019 
          54          69  2.060063307411225E-004 -2.636458052692174E-019 
          54          70  -3.718543732647669E-003 -8.111152535496072E-020 
          54          71  -3.653945540770894E-003 1.343785417770870E-019 
          54          72  2.026157069794279E-004 3.484497007647012E-019 
          54          73  -1.947084809361648E-004 -3.522520604206487E-019 
          54          74  2.426340312165811E-004 1.780874392245769E-019 
          54          75  4.381997259107850E-005 -1.217604118743467E-019 
          54          76  6.929515827225722E-004 -3.648315572709729E-019 
          54          77  2.658133984901181E-005 2.785505689410337E-020 
          54          78  2.382603326502578E-004 -3.363977620762469E-020 
          54          79  8.762745685889932E-005 -6.734265717802772E-020 
          54          80  -1.236803266042848E-004 -1.173661012425671E-020 
          54          81  -1.057072379441927E-004 -4.076053037630281E-020 
          54          82  -9.477072279906594E-005 -5.848838619681093E-020 
          54          83  -1.071558003973487E-004 -6.887516843504450E-020 
          54          84  7.894511763998841E-005 -2.442236029938766E-020 
          54          85  3.651459964158029E-005 1.567574004442259E-022 
          54          86  -4.784045162347336E-007 -7.290135819758798E-021 
          54          87  -2.260036609002831E-005 -8.207055537854852E-021 
          54          88  -5.422369388308163E-006 3.267551149044022E-020 
          54          89  3.568730935275627E-005 -6.282571028134271E-021 
          54          90  -1.250072625578474E-004 -1.151906956271556E-020 
          54          91  -1.710183420770160E-005 -4.090301388307819E-021 
          54          92  1.186118698737041E-005 1.225875134349630E-020 
          54          93  1.375134863653411E-005 -1.924172534890307E-020 
          54          94  -1.673373772165980E-005 7.440066671052988E-021 
          54          95  1.455929975881284E-005 -7.129567312200067E-022 
          54          96  1.412453010360277E-005 -1.377577075822017E-020 
          54          97  3.894180441834915E-006 -3.577280456027257E-021 
          54          98  -6.537814718262107E-006 1.982317687157638E-021 
          54          99  3.778635194663150E-006 3.466183551854151E-021 
          54         100  3.843409905768156E-007 -2.677978995545976E-021 
          54         101  -1.893769476110011E-006 -1.871368998272985E-022 
          54         102  3.280850341103143E-007 -9.819189916649993E-022 
          54         103  -1.306785739714199E-006 -4.102344532604423E-022 
          54         104  -1.326281356185706E-006 -9.300686338743195E-023 
          54         105  -5.409328844582641E-007 9.338545763513365E-022 
          54         106  -1.231766897329243E-006 3.620820928866501E-022 
          54         107  -1.238735597126402E-006 1.773901482041655E-022 
          54         108  -4.809934662598547E-007 7.232096660984033E-022 
          55          37  -9.890418072212672E-004 1.829968589897838E-019 
          55          38  -2.166639720678880E-003 6.614494775201282E-019 
          55          39  -2.235700332864497E-003 2.957389364637874E-019 
          55          40  -9.870772016348092E-004 1.155165064978847E-019 
          55          41  5.235353684645826E-004 4.400197273161772E-019 
          55          42  5.296886563072821E-004 -1.945266999289341E-018 
          55          43  7.290072685062937E-003 -6.847383540231800E-018 
          55          44  1.182304779773237E-002 -1.538215245621057E-018 
          55          45  7.200181713204957E-003 3.298318332804956E-018 
          55          46  -5.178085760409315E-003 1.925657355820188E-019 
          55          47  1.677280647554940E-003 1.596209190873745E-018 
          55          48  -5.203789133841158E-003 -8.317564435602157E-018 
          55          49  -0.105903369949221 -3.206902309446557E-017 
          55          50  -0.105642383012613 -1.926690484501174E-017 
          55          51  1.589520658752154E-002 3.197417910134163E-018 
          55          52  -6.393433975794650E-003 -1.346537548565749E-018 
          55          53  -6.451699474183741E-003 -1.509685837748042E-019 
          55          54  1.598248278961295E-002 -1.311392524920267E-017 
          55          55  0.564855984396191 6.562167394573466E-017 
          55          56  -0.111279357882197 5.602018762296813E-017 
          55          57  8.713116083774541E-003 -1.647183815993433E-017 
