Nx=         48 Ny=           3         3600       12000 bond           1
   22   25    0    1      0.023296271772      0.003741895586      0.003741674812
   22   28    0    2      0.000842314750      0.000300982772      0.000782179602
   22   31    0    3      0.000182042164      0.000204879191      0.000182947950
   22   34    0    4      0.000082941794      0.000049534971      0.000049377737
   22   37    0    5      0.000015145503      0.000027074623      0.000026988195
   22   40    0    6      0.000028045656      0.000001572266      0.000008146917
   22   43    0    7      0.000011034428      0.000017406921      0.000017403428
   22   46    0    8      0.000004070041      0.000006549245      0.000003546037
   22   49    0    9      0.000003605877      0.000005278245      0.000006467803
   22   52    0   10      0.000001138233      0.000001920315      0.000001919500
   22   55    0   11      0.000001350620      0.000001383790      0.000001590428
   22   58    0   12      0.000000300390      0.000000801925      0.000000528634
   22   61    0   13      0.000000525142      0.000000025747      0.000000028882
   22   64    0   14      0.000000152630      0.000000202610      0.000000166835
   22   67    0   15      0.000000087566      0.000000110340      0.000000350699
   22   70    0   16      0.000000219510      0.000000293706      0.000000295089
   22   73    0   17      0.000000154636      0.000000288467      0.000000198520
   22   76    0   18      0.000000036334      0.000000227811      0.000000091935
   22   79    0   19      0.000000055198      0.000000157802      0.000000157008
   22   82    0   20      0.000000125433      0.000000103995      0.000000142022
   22   85    0   21      0.000000000943      0.000000071894      0.000000026875
   22   88    0   22      0.000000029879      0.000000013972      0.000000014373
   22   91    0   23      0.000000053086      0.000000080612      0.000000054285
   22   94    0   24      0.000000102918      0.000000042597      0.000000028441
   22   97    0   25      0.000000011618      0.000000097844      0.000000097442
   22  100    0   26      0.000000050363      0.000000022576      0.000000046622
   22  103    0   27      0.000000003152      0.000000056424      0.000000039600
   22  106    0   28      0.000000032548      0.000000014390      0.000000014036
   22  109    0   29      0.000000021718      0.000000021767      0.000000032592
   22  112    0   30      0.000000005671      0.000000014558      0.000000014207
