Nx=24 Ny= 6  N_up=132
          76          94  9.573700274857577E-004 -1.889376489987991E-019 
          76          95  -1.571475780318909E-003 -8.591117915006582E-018 
          76          96  -1.583680375229720E-003 -6.443438144532262E-018 
          76          97  -8.168696350659659E-004 -6.094346565546156E-019 
          76          98  1.067876024867391E-005 9.492454102421649E-020 
          76          99  -8.088322247944603E-004 2.126575357329292E-018 
          76         100  -2.664431409513732E-006 -2.796664281042487E-019 
          76         101  -6.930671861939814E-005 6.408063107319162E-020 
          76         102  -1.015876169933811E-005 1.036852272591639E-018 
          76         103  -4.544330973751724E-004 -1.329959103367463E-019 
          76         104  -4.397572302794696E-004 7.024016083371114E-020 
          76         105  -5.810765132960538E-005 1.167637178742149E-019 
          76         106  -7.636495853593781E-005 -1.234079473342934E-019 
          76         107  -6.143391465595068E-005 -6.801069919919170E-020 
          76         108  -8.398286563598701E-005 4.143771461984004E-019 
          77          37  -1.514385011836390E-005 2.511923273186973E-020 
          77          38  -3.207082036212933E-006 -4.854208217336575E-021 
          77          39  -1.969416815401049E-005 6.067006513138684E-021 
          77          40  -8.789044360699314E-005 -1.058601005847702E-020 
          77          41  -2.252754348786074E-004 4.716387187413555E-020 
          77          42  -9.230695917093588E-005 -1.731490418662831E-020 
          77          43  -4.774803070643616E-004 -1.237882869811118E-019 
          77          44  -4.442852679368998E-004 -1.846232079469557E-020 
          77          45  -2.138984623682265E-005 5.689911612140082E-021 
          77          46  -1.727323835335907E-004 -9.618984003109394E-020 
          77          47  -1.819124636126935E-004 -2.661155762218193E-020 
          77          48  -3.384328645512279E-005 -4.066947636613301E-020 
          77          49  -3.127316231446306E-005 -1.514213766643665E-019 
          77          50  -6.483679565260711E-004 -1.453978918129486E-019 
          77          51  -1.743188837147722E-005 -8.270196833548176E-020 
          77          52  -3.473902366473524E-005 5.941515130222126E-020 
          77          53  1.440197829906997E-005 9.097112382632204E-020 
          77          54  -6.853817094922329E-004 -6.710633495637341E-020 
          77          55  -1.906134366884244E-003 -2.129713317471074E-019 
          77          56  7.069498136333390E-004 5.882312155623674E-020 
          77          57  -1.312650807452546E-003 -4.337181677997003E-019 
          77          58  -1.269686183677466E-003 -1.389608948343531E-019 
          77          59  7.199483086651309E-004 2.371480627540859E-019 
          77          60  -1.925490986891478E-003 -9.784431126403402E-020 
          77          61  2.146893470877915E-003 -7.800520678304368E-020 
          77          62  -3.251564807359493E-003 -1.680004450911452E-019 
          77          63  -8.528783466494489E-005 1.667087871305030E-019 
          77          64  -3.390004525274831E-003 -3.592250896070226E-019 
          77          65  2.213755523536021E-003 -2.448538240439490E-019 
          77          66  4.617625772548773E-003 -8.276998594510006E-019 
          77          67  5.695727895671157E-003 4.848226595881880E-018 
          77          68  -2.947110552803958E-003 2.143780466226968E-018 
          77          69  -2.908127170779624E-003 -9.452454513332097E-019 
          77          70  5.759429394218821E-003 5.546482680239769E-018 
          77          71  -7.725587605441504E-002 -1.162586812265072E-017 
          77          72  -7.741801865994292E-002 2.314779593396074E-018 
          77          73  2.709923703256037E-003 -3.192686726823246E-018 
          77          74  1.150866987978680E-003 -4.150202331000650E-018 
          77          75  2.684418337666639E-003 -4.171288841977225E-018 
          77          76  -8.144621217369988E-002 9.275717404084557E-019 
          77          77  0.469006750036714 4.653737606176311E-017 
          77          78  -8.187919045833897E-002 1.191211898055883E-017 
          77          79  -3.370266892071646E-003 -4.622408882223435E-019 
          77          80  -3.328872231667374E-003 1.877467205781888E-018 
          77          81  5.984919878907442E-003 2.598932412739362E-018 
          77          82  -7.756166747323281E-002 2.979932388095368E-019 
          77          83  -7.712941830200770E-002 -2.359539585014878E-018 
          77          84  5.953004457347167E-003 3.936757604782455E-019 
          77          85  5.658731044296042E-004 -8.161615713427356E-019 
          77          86  -3.990945410885361E-003 6.788924546941836E-019 
          77          87  2.581613975170224E-003 1.596830247553233E-019 
          77          88  5.038282676593639E-003 -2.337796170956349E-019 
          77          89  2.425152845083340E-003 4.373366327583322E-019 
          77          90  -4.002010756533385E-003 -1.022181845931562E-018 
          77          91  -1.585311900820124E-003 -9.854306857651866E-021 
          77          92  9.762194822027372E-004 -4.510872691560044E-019 
          77          93  -2.336824500424784E-003 3.003837366495424E-019 
          77          94  -2.267247345361001E-003 -8.696798615168222E-019 
          77          95  9.767960647408236E-004 1.541577889393163E-018 
          77          96  -1.632030657409169E-003 6.732971561832026E-019 
          77          97  -2.208023062836259E-005 7.627804101126554E-020 
          77          98  -8.230688058758871E-004 -9.407204420756811E-019 
          77          99  9.329228589113021E-006 1.414652263304790E-019 
          77         100  -8.006868286662009E-004 4.094804601626083E-019 
          77         101  -1.489914690300870E-005 -1.317198783230921E-019 
          77         102  -5.379366673049347E-005 -7.563752614129147E-020 
          77         103  -6.494776493983417E-005 -7.748774821606279E-020 
          77         104  -4.219117853649302E-004 1.011258272636292E-018 
          77         105  -4.186384548851277E-004 1.524704043161104E-019 
          77         106  -3.500239853201324E-005 -3.452980584804672E-020 
          77         107  -8.192162159789806E-005 -4.251078465934840E-019 
          77         108  -6.500879129441980E-005 -1.918692436068717E-019 
          78          37  -9.135392722045969E-005 -3.619554015411680E-020 
          78          38  -2.290816617999871E-005 -3.791305701776563E-020 
          78          39  -9.368736410908879E-006 3.686797057939120E-020 
          78          40  -2.753698814991900E-005 -4.453624038551820E-020 
          78          41  -1.000398854203122E-004 1.698520668603610E-020 
          78          42  -2.479989233838234E-004 -3.034299396382838E-020 
          78          43  -3.901535699101674E-005 3.234886070303979E-020 
          78          44  -4.813215978922971E-004 -8.096808986662482E-020 
          78          45  -5.076618029542462E-004 -1.238839501937001E-019 
          78          46  -3.126194264503778E-005 3.500864215373252E-020 
          78          47  -1.823252971488278E-004 -6.681355646783232E-020 
          78          48  -1.973981344504802E-004 4.602440022035697E-021 
          78          49  -7.075636198795504E-004 -1.931687293999049E-019 
          78          50  -5.224910499033463E-005 -1.676078352685321E-020 
          78          51  -6.663308496913023E-004 -4.073872440930244E-020 
          78          52  -5.922002995844590E-006 -2.593110366147554E-020 
          78          53  -6.673667013475840E-005 1.501103010826659E-020 
          78          54  -1.304330439070146E-005 3.204719525301296E-019 
          78          55  -2.103058278347145E-003 3.387014491551695E-019 
          78          56  -1.905122320568273E-003 -1.762614086561150E-019 
          78          57  7.241727686127260E-004 -7.898001835365559E-020 
          78          58  -1.317932176831580E-003 2.001238650577635E-019 
          78          59  -1.377302707320034E-003 1.003424293136645E-019 
          78          60  7.474542110632117E-004 1.898135643292099E-019 
          78          61  4.375386069246527E-003 4.792514233973618E-019 
          78          62  2.160413413272985E-003 -9.855571518257820E-019 
          78          63  -3.450531317951035E-003 -1.094011248490123E-018 
          78          64  -1.827106986194002E-004 -8.019719176613199E-019 
          78          65  -3.465019424771435E-003 9.919584028970416E-019 
          78          66  2.446583176540893E-003 -2.508838205760689E-018 
          78          67  -7.595775215407323E-002 6.233519077507362E-018 
          78          68  5.698514074856678E-003 -5.334157730525464E-018 
          78          69  -2.934557510786189E-003 1.213156014154899E-018 
          78          70  -2.939687335576605E-003 4.267079441982848E-019 
          78          71  5.794228587533515E-003 -4.821527417293370E-018 
          78          72  -7.779020808901302E-002 3.642750896288123E-018 
          78          73  -8.193627600207536E-002 -3.415532602265690E-018 
          78          74  2.694016944170484E-003 6.956447386750948E-018 
          78          75  1.136643101601093E-003 2.634040617299330E-018 
          78          76  2.680061769015940E-003 5.081974258572046E-018 
          78          77  -8.187919045833897E-002 1.191211898055883E-017 
