          37          37  0.922770541921073 1.861521362530833E-016 
          37          38  4.403301777547634E-003 -0.359816360347247 
          37          39  3.535799057293030E-002 2.206054479829478E-003 
          37          40  2.086519150821616E-005 1.386495326578252E-002 
          37          41  3.573769199379421E-002 -2.309371547682581E-003 
          37          42  -4.669292547197005E-003 -0.360043379362292 
          37          43  -5.311433911187482E-004 0.350923512547509 
          37          44  -8.875489876512096E-004 -2.168578697717191E-002 
          37          45  -7.344461542309757E-004 -2.502915471021484E-002 
          37          46  1.136523137992573E-003 -2.438181781040402E-002 
          37          47  7.515462676514962E-004 -2.238392922881766E-002 
          37          48  1.170615226597808E-004 0.346374356524311 
          37          49  3.074870622784373E-002 -2.218932388714832E-003 
          37          50  -2.307449905211124E-003 3.421303621547019E-002 
          37          51  -5.979534777079815E-002 5.083204811656551E-004 
          37          52  2.012093199819694E-003 3.359906663101771E-002 
          37          53  2.995660647324364E-002 -3.217371926040738E-006 
          37          54  2.011777353274427E-004 2.773678815016179E-002 
          37          55  5.337441155574239E-004 7.348126311892465E-004 
          37          56  -1.102703479288410E-004 -7.559672691494698E-003 
          37          57  -4.128112873175745E-004 -7.718453309298725E-003 
          37          58  -1.772973529948547E-004 9.212363922422038E-004 
          37          59  -1.714925734912759E-004 -2.549593423236614E-002 
          37          60  4.960577414712406E-004 -2.714285361254597E-002 
          37          61  1.999327657736812E-002 6.195494633614328E-004 
          37          62  9.999478833542907E-004 -2.490822128694904E-002 
          37          63  1.887022141850826E-002 -3.553056618461509E-004 
          37          64  -1.491938110321000E-003 4.435290439793469E-003 
          37          65  -3.817427487958468E-002 -4.185166919805739E-004 
          37          66  3.474581259698144E-004 3.254876353097822E-003 
          37          67  -3.935182246027100E-004 -5.592377985187768E-004 
          37          68  4.599432523137078E-004 8.403228255699565E-005 
          37          69  3.967591649027149E-004 1.692050115604145E-002 
          37          70  -7.481748017397100E-004 -1.126699255285417E-002 
          37          71  1.861492688621410E-004 -1.131540202578251E-002 
          37          72  -6.818777552986320E-005 1.608959893150692E-002 
          37          73  -1.873412011017395E-002 -2.060394524408618E-004 
          37          74  -6.332045919762012E-004 6.088384304577302E-003 
          37          75  9.498963897243171E-003 3.273917372918152E-004 
          37          76  4.907106113459640E-004 -9.760975157158982E-003 
          37          77  8.811531730215968E-003 -2.192434432168244E-004 
          37          78  3.023908517679043E-004 6.660860132674543E-003 
          37          79  2.170293795615566E-004 -8.550526451194529E-003 
          37          80  1.276591386756654E-004 6.970399454442744E-003 
          37          81  -3.270760122232227E-004 3.737086061578687E-004 
          37          82  4.852571639587639E-004 7.395371701016288E-004 
          37          83  1.713679995877975E-004 7.066448694907515E-003 
          37          84  -4.300152570078804E-004 -8.390677243217031E-003 
          37          85  2.723514755636820E-003 2.235347611818991E-004 
          37          86  7.375901044971404E-004 1.712653825716305E-003 
          37          87  -5.679088111525167E-003 -5.385666791828736E-005 
          37          88  -7.946650538578608E-004 1.565991289539881E-003 
          37          89  2.924276476698037E-003 -2.912736466782876E-005 
          37          90  6.299356877153279E-005 -3.698563117374747E-003 
          37          91  -6.879933407676629E-006 2.053479533181962E-003 
          37          92  -1.989403900813673E-004 -2.877820702573430E-003 
          37          93  5.686919454488500E-005 -2.778403444322977E-003 
          37          94  -3.487450789113435E-005 1.890594512141832E-003 
          37          95  -2.537260657829251E-004 -9.594180035913232E-004 
          37          96  -1.600514840270467E-004 9.282276574458146E-004 
          37          97  2.673919818542275E-004 1.523457185571467E-004 
          37          98  6.482456480861667E-005 -3.809550420296183E-004 
          37          99  1.361288979771877E-004 -1.310208702283220E-004 
          37         100  -3.913297274883504E-004 2.109535712476526E-004 
          37         101  -3.185153737408340E-004 -6.494593886483356E-006 
          37         102  4.312442362300798E-004 1.486676865150130E-004 
          37         103  1.838739711844899E-005 -4.612818782285039E-004 
          37         104  -1.329010853388979E-005 4.104663640763963E-004 
          37         105  3.851946988664662E-005 -1.541077301447066E-005 
          37         106  -1.108321779130324E-005 -4.467732554977709E-004 
          37         107  -7.274372112909660E-007 4.534543772098526E-004 
          37         108  -1.317780702958023E-006 1.058800387355746E-004 
          38          37  4.403301777547634E-003 0.359816360347247 
          38          38  0.923077152105942 1.962935278934576E-016 
          38          39  -4.193097732387795E-003 0.359276947644974 
          38          40  3.506277387820184E-002 2.729247398580621E-003 
          38          41  -1.132769803783404E-004 -1.352567782075164E-002 
          38          42  3.573743448536601E-002 -2.764908218921531E-003 
          38          43  1.269305309586454E-004 -0.350881182879099 
          38          44  1.862139225105241E-004 0.350200994293559 
          38          45  9.487550463655993E-004 2.239470622423530E-002 
          38          46  -1.895835029201587E-003 -2.525645228469479E-002 
          38          47  -1.619119688365738E-003 2.507438932314465E-002 
          38          48  1.427816481825701E-003 -2.222442381946265E-002 
          38          49  -3.882759454728099E-005 -2.558101862660274E-002 
          38          50  3.070106194687099E-002 -2.074155393517356E-003 
          38          51  1.740377455583065E-003 -3.356230195078237E-002 
          38          52  -5.879148760377315E-002 1.913380452487842E-004 
          38          53  -1.854854506443124E-003 -3.286427387368086E-002 
          38          54  2.995647164256139E-002 2.622054973709179E-003 
          38          55  -5.390750652030286E-004 2.518923704420939E-002 
          38          56  1.058521138223421E-003 1.498893564150072E-003 
          38          57  3.469600167931880E-004 8.117145109270469E-003 
          38          58  3.795726258702092E-004 -7.173592319571366E-003 
          38          59  5.849066994689379E-004 -3.088344216218403E-003 
          38          60  -1.294920335927254E-003 -2.561043283212085E-002 
          38          61  5.335727849149635E-004 -4.016737438230529E-003 
          38          62  1.831660853672026E-002 9.635443969074961E-004 
          38          63  -5.754590076279902E-004 2.374851016257185E-002 
          38          64  1.923130253528495E-002 -9.782161058196803E-004 
          38          65  5.916706206972930E-004 -3.449965970197648E-003 
          38          66  -3.798564301580407E-002 2.237922570234899E-004 
          38          67  2.913365608895672E-004 -1.604938321936000E-002 
          38          68  -1.175450722524680E-003 -9.392314401754251E-004 
          38          69  -8.786566723484194E-004 5.425765467516386E-004 
          38          70  4.407060674395935E-004 1.603411284485198E-002 
          38          71  6.811929704550732E-004 1.032304385887036E-002 
          38          72  6.772356261158900E-004 -1.084640199065607E-002 
          38          73  -6.444885112611412E-004 -6.033179350694894E-003 
          38          74  -1.816071846413579E-002 1.052031044489975E-004 
          38          75  7.384892900800514E-004 -6.301456856058285E-003 
          38          76  8.737836555053240E-003 3.449955341312707E-004 
          38          77  -1.543031981887100E-004 9.297796813363655E-003 
          38          78  8.879782742971973E-003 -3.444767376971286E-004 
          38          79  4.079405908462422E-004 7.967630482164275E-003 
          38          80  4.643007301030146E-004 -7.828148622322102E-003 
          38          81  1.086391904122299E-004 -6.712253660766179E-003 
          38          82  -6.348333343895627E-004 1.741707275919962E-004 
          38          83  -6.433311993764729E-004 -4.289981705082137E-004 
          38          84  1.303785446403678E-004 6.976846429834570E-003 
          38          85  -1.061023612733341E-005 3.670579485090118E-003 
          38          86  2.937986253857225E-003 9.223312342449547E-005 
          38          87  -8.401736349335361E-004 -1.436799300273202E-003 
          38          88  -5.484571793982614E-003 2.810045663268743E-005 
          38          89  8.615377377345512E-004 -1.506797783787478E-003 
          38          90  2.982355743754828E-003 -1.403714628350058E-004 
          38          91  -2.436676663855106E-004 -9.085623156482362E-004 
          38          92  2.410937083576940E-005 1.961376240346531E-003 
          38          93  2.160885047690505E-004 2.672822302779195E-003 
          38          94  1.589251267293739E-004 -2.563437915184793E-003 
          38          95  -9.259579921623409E-005 -1.889218372775996E-003 
          38          96  -2.325953098456746E-004 -9.129729405018612E-004 
          38          97  -4.069561432744233E-004 -2.234628797894797E-004 
          38          98  1.667836123635982E-004 1.510331553818356E-004 
          38          99  -5.839794231129797E-005 2.969946709090675E-004 
          38         100  1.687901596786978E-004 -1.237425822592355E-004 
          38         101  3.883180373436059E-004 -2.391389065895290E-004 
          38         102  -4.000561042419060E-004 1.655087719276756E-005 
          38         103  -4.201500884992561E-006 -5.655340104715063E-005 
          38         104  2.695144175820925E-005 -3.649960297665751E-004 
          38         105  4.004388327886464E-005 -3.821478311363836E-004 
          38         106  -1.516689481237256E-005 -4.053676559944641E-005 
          38         107  -1.756635692122630E-005 4.813277033962211E-004 
          38         108  1.526617765939047E-005 4.379103973756702E-004 
          39          37  3.535799057293030E-002 -2.206054479829478E-003 
          39          38  -4.193097732387795E-003 -0.359276947644974 
          39          39  0.922929365451936 1.266539895601573E-016 
          39          40  4.137453013292763E-003 -0.359593701165991 
          39          41  3.533058045882715E-002 2.246574467442413E-003 
          39          42  1.867401622807244E-004 1.367801026936274E-002 
          39          43  1.387609755101335E-003 -2.164317851161056E-002 
          39          44  3.273163734911532E-004 0.351173613430785 
          39          45  -4.501105102365871E-004 0.349573990382643 
          39          46  -1.074938129559364E-003 -2.246870297038911E-002 
          39          47  -1.136359721535433E-003 -2.497661558210773E-002 
          39          48  1.197226159856842E-003 -2.471115053141742E-002 
          39          49  3.117414805563455E-002 1.266765621367247E-003 
          39          50  -1.107663374789350E-004 2.580794170036875E-002 
          39          51  3.048587705597068E-002 -9.624027881547629E-004 
          39          52  -1.844289883695799E-003 3.340244285107541E-002 
          39          53  -5.891632740615112E-002 -1.221887416803155E-004 
          39          54  1.905646753752102E-003 3.375875409078754E-002 
          39          55  -4.763049675003445E-004 -2.599020784420829E-002 
          39          56  2.780345881884190E-004 -2.620243734962846E-002 
          39          57  9.399317436606206E-004 2.005414869655900E-003 
          39          58  1.194930286998733E-004 -7.546765310538686E-003 
          39          59  -1.510269324525837E-004 -7.472749857147552E-003 
          39          60  -1.109909593989936E-003 1.254696355415549E-003 
          39          61  -3.877117113694570E-002 -2.117869610585396E-005 
          39          62  2.329547782021634E-004 4.672640218590768E-003 
          39          63  1.869936170522879E-002 4.888352979017928E-004 
          39          64  -1.754296518782104E-004 -2.390113357138568E-002 
          39          65  1.900336462016527E-002 -5.181329918552505E-004 
          39          66  1.813789456543500E-004 4.749648008738954E-003 
          39          67  3.692831005695895E-004 -1.113039446597660E-002 
          39          68  -3.847979321052568E-004 1.629850198628047E-002 
          39          69  -8.122703123426595E-004 -4.770584543830690E-004 
          39          70  8.035046710021858E-004 -5.382186945881242E-004 
          39          71  4.382705872067683E-004 1.580492380484214E-002 
          39          72  -1.028601742566795E-004 -1.089640145097090E-002 
          39          73  9.337593003557102E-003 1.669549330601918E-004 
          39          74  7.517767013868798E-004 6.163091960556919E-003 
          39          75  -1.827433556510061E-002 8.374329503599901E-006 
          39          76  -5.494609030961124E-004 6.306824715123325E-003 
          39          77  8.974178684001917E-003 1.578080669032176E-004 
          39          78  -2.464519224354314E-004 -9.984966904749794E-003 
          39          79  8.160513081619719E-005 6.973123075938495E-003 
          39          80  -2.831287900843507E-004 -8.094835054249320E-003 
          39          81  3.353232785714706E-004 -8.029634583619416E-003 
          39          82  -1.995478784752589E-004 6.767720406576544E-003 
          39          83  -6.514180260529390E-004 5.042058083496798E-004 
          39          84  5.033688088818186E-004 4.571065315471079E-004 
          39          85  2.898713138414825E-003 -3.164929934714221E-004 
          39          86  -3.993519935725502E-005 -3.742331766514099E-003 
          39          87  2.870632941467554E-003 2.177535497738710E-004 
          39          88  8.515230418298164E-004 1.526809532071240E-003 
          39          89  -5.435117249449568E-003 -1.082475836130307E-005 
          39          90  -9.012264530510964E-004 1.564444744336859E-003 
          39          91  -1.515731035893852E-004 9.712321136733402E-004 
          39          92  1.727086019137597E-004 9.540479617641465E-004 
          39          93  8.884905641374415E-005 1.912331958795184E-003 
          39          94  -1.504670178752766E-004 -2.609370506345034E-003 
          39          95  2.125933036019393E-004 2.624772708581162E-003 
          39          96  7.206902967496195E-005 1.945849379470299E-003 
          39          97  -3.735281995931971E-004 2.990318025845133E-007 
          39          98  3.988032848582210E-004 2.503936005289543E-004 
          39          99  1.545518576735424E-004 1.882119628929151E-004 
          39         100  1.267991039673470E-005 -3.044571859346161E-004 
          39         101  1.392968261935284E-004 -1.646680909746717E-004 
          39         102  -4.186976151518846E-004 2.486439705357514E-004 
          39         103  9.276310257649537E-006 4.946429937977755E-004 
          39         104  -1.168568066973134E-005 6.761792773667207E-006 
          39         105  -1.820944449155379E-005 -3.889729863479054E-004 
          39         106  -8.297576724867136E-007 3.754623379254800E-004 
          39         107  1.882639400612578E-005 -1.992582363697936E-005 
          39         108  -6.690367910410035E-006 -4.497208999458577E-004 
          40          37  2.086519150821616E-005 -1.386495326578252E-002 
          40          38  3.506277387820184E-002 -2.729247398580621E-003 
          40          39  4.137453013292763E-003 0.359593701165991 
          40          40  0.922820338841752 1.288632813958251E-017 
          40          41  -4.301441301768114E-003 0.359463260931773 
          40          42  3.547817905486975E-002 2.837136137550011E-003 
          40          43  -1.627925400922812E-003 2.603887360371400E-002 
          40          44  7.917131243548788E-004 -2.147646966751235E-002 
          40          45  3.435521702543340E-004 -0.351466876689963 
          40          46  7.567827492690818E-004 0.349836623035165 
          40          47  1.076839136124506E-003 2.214461362894996E-002 
          40          48  -1.897484425632357E-003 -2.529750378939912E-002 
          40          49  -1.741375850799823E-003 -3.393566721123556E-002 
          40          50  3.106932716694356E-002 1.633344188522206E-003 
          40          51  2.066528242550256E-004 -2.610525066891358E-002 
          40          52  3.051591526188173E-002 -1.637273867568575E-003 
          40          53  2.146024337790443E-003 -3.357512601764538E-002 
          40          54  -5.983191076759964E-002 -5.351349240607832E-004 
          40          55  7.371182609798241E-004 -8.710588304452931E-004 
          40          56  -9.471598974292652E-004 -2.649631616052726E-002 
          40          57  -1.001763048453504E-003 2.645271847980118E-002 
          40          58  1.297611500079269E-004 1.885213849512804E-003 
          40          59  4.575555862162290E-004 8.207343643368802E-003 
          40          60  7.647426638467874E-004 -7.399255861641464E-003 
          40          61  -2.447541114904760E-004 -4.127971206015130E-003 
          40          62  -3.875565054406652E-002 1.944329531620822E-004 
          40          63  -6.298632284006650E-004 -4.093408032478946E-003 
          40          64  1.885634929555519E-002 1.059061139138986E-003 
          40          65  6.208295600081890E-004 2.367834012086427E-002 
          40          66  1.859034027413869E-002 -1.292610708115684E-003 
          40          67  5.453478460156684E-004 1.090638979540558E-002 
          40          68  9.431874202424007E-004 -1.074358472488975E-002 
          40          69  2.980304991619308E-004 -1.698856459903413E-002 
          40          70  -9.460230938000682E-004 -5.440673308779006E-004 
          40          71  -1.094263337180882E-003 1.101486172246531E-003 
          40          72  5.414597554858177E-005 1.636128620117932E-002 
          40          73  2.239315809238308E-004 9.661024505058593E-003 
          40          74  9.459499508544496E-003 -5.026457671538331E-004 
          40          75  -6.468777948566393E-004 -6.057322527855250E-003 
