Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= 8000
          53          86  4.216189620784474E-005 3.418880076887237E-021 
          53          87  3.238495731955184E-005 1.620379674986917E-020 
          53          88  1.301189255916368E-005 -2.502320970653135E-021 
          53          89  7.446410333685581E-006 -7.728797647363225E-021 
          53          90  1.474415091082847E-005 -4.477605851623403E-022 
          53          91  -1.216985921296666E-005 3.311404599992180E-021 
          53          92  -1.123003772216877E-005 2.798457193497406E-021 
          53          93  -1.603118614786846E-006 -5.719917208307201E-021 
          53          94  -5.835630203078362E-006 2.521458935550216E-021 
          53          95  -5.516093326908490E-006 1.296216487837480E-021 
          53          96  -2.427647437150489E-006 -5.971850031353035E-021 
          53          97  3.743647109758112E-006 3.237557176235610E-021 
          53          98  9.865472522513948E-007 1.433652151464507E-021 
          53          99  6.701808225948116E-007 -2.968518105037509E-022 
          53         100  2.384677215950893E-006 1.447206973750974E-021 
          53         101  6.262562761003795E-007 2.686177187418472E-021 
          53         102  1.174496750353793E-006 -2.409979902059041E-022 
          53         103  -6.053963972727277E-007 -5.163041240426799E-021 
          53         104  -1.834504876098638E-007 -6.547378721034443E-021 
          53         105  -4.390797338298468E-007 -5.994724996938803E-021 
          53         106  -4.221533066226776E-007 -7.065549384102719E-021 
          53         107  -1.718192329250087E-007 -8.272261873729608E-021 
          53         108  -5.957884834907358E-007 -7.806870345901881E-021 
          54          37  2.058785104240078E-002 8.345381988454376E-019 
          54          38  1.048935849976887E-002 8.439517316202348E-019 
          54          39  -8.185657708099099E-003 2.452726928158004E-018 
          54          40  6.114352090603174E-003 -5.938666278432493E-018 
          54          41  -8.306964987693663E-003 -3.924084139278146E-018 
          54          42  1.136148661016883E-002 -4.917100841395030E-019 
          54          43  -0.126469743574719 2.008846664550727E-017 
          54          44  2.867037106790666E-002 9.577238389818126E-018 
          54          45  -1.168232808601714E-002 8.463128780158581E-018 
          54          46  -1.172270299689729E-002 8.379508290916487E-018 
          54          47  2.919082919038987E-002 -1.218781266160553E-018 
          54          48  -0.130904070176082 -2.359292734406067E-017 
          54          49  -0.140453927739617 -6.334455079674210E-018 
          54          50  1.337495930654128E-002 2.567552438992787E-018 
          54          51  5.049936114781626E-003 -4.547065596002225E-018 
          54          52  1.316098804713180E-002 -4.120716132390106E-018 
          54          53  -0.139358831682812 5.286420335710582E-017 
          54          54  0.643907681331396 -1.618280406165475E-016 
          54          55  2.580195795635590E-002 1.735449422804886E-018 
          54          56  -8.189351489601981E-003 -6.746251231914595E-019 
          54          57  -8.048577933524478E-003 6.451709413929677E-019 
          54          58  2.543676577063519E-002 4.213604844116687E-018 
          54          59  -0.127416840331166 2.236649282625618E-017 
          54          60  -0.128373712652390 4.646686473240892E-018 
          54          61  -5.528087470475294E-003 2.304702589922486E-018 
          54          62  1.711666613273053E-003 1.068967446764679E-018 
          54          63  -5.434861786223297E-003 -2.658290523448606E-018 
          54          64  1.077070617820356E-002 -6.926535157590738E-018 
          54          65  1.905164671205584E-002 -2.856821329562207E-018 
          54          66  1.105680577051315E-002 1.745496709957621E-018 
          54          67  1.163205731864667E-003 -9.197547633804815E-019 
          54          68  1.108499725240768E-003 2.625585761083663E-019 
          54          69  -2.572568461525416E-003 6.976096829104745E-019 
          54          70  -3.157990124383401E-003 8.563255449210883E-019 
          54          71  -3.073019552561714E-003 -2.272839359568609E-021 
          54          72  -2.645522307984530E-003 -1.671440983613221E-018 
          54          73  -6.203585882852212E-004 -3.892075857257794E-019 
          54          74  4.087428846788514E-004 3.720441777028825E-019 
          54          75  7.745224862561348E-004 9.408378742025061E-019 
          54          76  3.705411436961931E-004 1.794444257143621E-019 
          54          77  7.200285707762381E-004 3.473177222873484E-019 
          54          78  4.078863319426445E-004 1.546474305842515E-019 
          54          79  2.052291697339103E-005 -1.105134248434757E-020 
          54          80  -1.829221906066869E-004 -5.380209876468671E-020 
          54          81  -1.488502175830005E-004 -1.428667849504165E-019 
          54          82  -1.405139867729555E-004 -6.728148360152241E-021 
          54          83  -1.638646962083506E-004 7.025694631505042E-020 
          54          84  1.425376727950371E-005 -2.543534818236064E-020 
          54          85  1.576639531446331E-005 1.664255969070502E-020 
          54          86  3.821824680105391E-005 2.138057062094662E-020 
          54          87  4.275245416641718E-005 3.299030707517552E-021 
          54          88  3.463172063277588E-005 -5.331201182175153E-021 
          54          89  1.437573676117536E-005 -1.489378090255796E-021 
          54          90  1.111085320404512E-005 7.205868561342233E-021 
          54          91  -2.566702183619065E-006 4.240840983260289E-023 
          54          92  -1.217146984774838E-005 6.016288064816771E-021 
          54          93  -1.150111086463631E-005 5.387023679424401E-021 
          54          94  -2.308186477475366E-006 -7.824663554418980E-022 
          54          95  -6.058176834982312E-006 5.415083490577709E-021 
          54          96  -6.737860421118656E-006 -4.064756499087991E-021 
          54          97  1.186037228574397E-006 2.155538695394260E-021 
          54          98  3.792844812831308E-006 1.270968561933523E-021 
          54          99  1.102998782949486E-006 3.803047228449969E-022 
          54         100  8.288398935709609E-007 1.536226327637134E-022 
          54         101  2.408592565116298E-006 5.635798317851374E-022 
          54         102  8.982965901366810E-007 -1.358039672616632E-021 
          54         103  -6.050976379647599E-007 -1.589438458119055E-021 
          54         104  -6.115874417665743E-007 -2.026304180208580E-021 
          54         105  -2.046524537732800E-007 -8.908240806447343E-022 
          54         106  -4.581726343302118E-007 -1.616901630128206E-021 
          54         107  -4.139285032163931E-007 -2.180645294914251E-021 
          54         108  -2.343713091582061E-007 -7.409492882820072E-023 
          55          37  -8.673204712125724E-004 7.251286533154623E-019 
          55          38  -4.406194797007558E-003 -1.685605157510270E-018 
          55          39  -4.479043005090784E-003 4.826975525098501E-020 
          55          40  -8.303787169323956E-004 1.911297399854839E-018 
          55          41  -1.716389404291940E-004 -1.002227501650949E-019 
          55          42  -1.403118191247152E-004 6.319915202342732E-019 
          55          43  1.149126854371422E-002 7.991845585031783E-018 
          55          44  2.167328251573727E-002 5.419074208466473E-018 
          55          45  1.119939402374343E-002 -4.785228241648632E-018 
          55          46  -9.058625285237248E-003 4.021861695105636E-018 
          55          47  7.330406083604544E-003 -1.250417607907742E-019 
          55          48  -9.196584818655365E-003 2.027422188164173E-020 
          55          49  -0.128426267174131 -8.523079204257646E-018 
          55          50  -0.127194866637921 -2.654112465409778E-018 
          55          51  2.539358155975681E-002 1.083136053901551E-017 
          55          52  -8.082208138624607E-003 9.996428718408206E-019 
          55          53  -8.165775863725178E-003 -1.158021345341428E-017 
          55          54  2.580195795635590E-002 1.735449422804886E-018 
          55          55  0.634216188511869 1.216238525267720E-016 
          55          56  -0.133748120005222 -4.218229894606525E-018 
          55          57  1.157274045803967E-002 1.310706118618213E-017 
          55          58  -8.500806610466562E-004 6.331577220070835E-018 
          55          59  1.163274555066797E-002 6.203735803496289E-018 
          55          60  -0.134589351492501 -1.850314264099115E-017 
          55          61  -0.126549110332807 3.812530026258409E-018 
          55          62  2.123723111252572E-002 1.136293368460700E-017 
          55          63  -3.901603825875141E-003 6.718492262044130E-018 
          55          64  -3.842077706950868E-003 3.469718706646642E-020 
          55          65  2.084681288319938E-002 -9.139721587509280E-018 
          55          66  -0.122352244780082 2.530079143151445E-018 
          55          67  1.102926346189268E-002 2.770565457034139E-018 
          55          68  -5.135863647198900E-003 -8.006571251294085E-018 
          55          69  1.327327923102303E-003 1.101114662742366E-018 
          55          70  -5.049850143285245E-003 6.056969026706398E-019 
          55          71  1.012518914228918E-002 -1.441310481799713E-018 
          55          72  1.822803266040703E-002 3.162571636406740E-018 
          55          73  -1.813074491789031E-003 -1.548206747819248E-018 
          55          74  5.289065701835610E-004 2.613587441298127E-018 
          55          75  4.786455802935385E-004 6.952998460841481E-018 
          55          76  -1.553330245948903E-003 1.523144337653423E-018 
          55          77  -3.501748535414566E-003 2.363027995043486E-018 
          55          78  -3.905032059940106E-003 -2.399466187538422E-018 
          55          79  3.438996383661465E-004 2.249851213529164E-019 
          55          80  -2.754984225791369E-004 1.894000679492725E-019 
          55          81  3.179912958706897E-004 -1.981987677249552E-019 
          55          82  5.074012591539558E-004 3.849259190925749E-020 
          55          83  8.575494060277240E-004 -1.401966521112757E-019 
          55          84  5.864647565251499E-004 -3.526220404741516E-020 
          55          85  -2.335743447636358E-005 2.516183915244060E-020 
          55          86  -1.698547205022955E-005 -1.975683217942670E-019 
          55          87  -1.199693383329477E-004 5.219952418126504E-020 
          55          88  -1.792362576065876E-004 -1.040280085067971E-019 
          55          89  -1.799378477371285E-004 -1.759570199872543E-020 
          55          90  -1.309833850000845E-004 1.043992232646434E-020 
          55          91  1.097468052328888E-005 4.914969728594392E-021 
          55          92  1.477189711365316E-005 1.706526769323691E-020 
          55          93  3.594163540455323E-005 1.984614288734625E-020 
          55          94  3.986146026367644E-005 2.103016632340427E-020 
          55          95  3.388726893734134E-005 2.931636410703354E-021 
          55          96  1.801879877269883E-005 4.872976704897118E-020 
          55          97  -4.411566939142641E-006 -1.499351524550327E-020 
          55          98  -5.816753619865527E-006 -6.900696292762611E-021 
          55          99  -9.209214545321853E-006 -9.492887326614974E-021 
          55         100  -8.622832196441095E-006 -8.902541426797149E-021 
          55         101  -5.658174410187225E-006 -3.554569055025293E-021 
          55         102  -4.947126260823733E-006 1.140578796585158E-021 
          55         103  1.493138066020408E-006 1.225713307774016E-020 
          55         104  1.812754946227921E-006 1.392318884124164E-020 
          55         105  2.295222807213802E-006 1.350043118204389E-020 
          55         106  1.694561520800432E-006 1.401745868645129E-020 
          55         107  1.423965176482494E-006 1.671005587338202E-020 
          55         108  1.388024548852845E-006 1.591950019804491E-020 
          56          37  -1.433378948705679E-004 -1.722955289745301E-019 
          56          38  -6.798730101603009E-004 1.649056358155933E-019 
          56          39  -4.369935317964349E-003 -1.701559053378995E-018 
          56          40  -4.574346545442970E-003 -1.616392194713079E-019 
          56          41  -8.277853067915198E-004 1.874563741611247E-018 
          56          42  -1.737662104837412E-004 5.064043088055522E-019 
          56          43  -9.046126341682434E-003 -2.891716230386386E-018 
          56          44  1.095540677678362E-002 -2.774760109952912E-018 
          56          45  2.184028386475430E-002 -3.474879082713868E-018 
          56          46  1.139882502850351E-002 -3.739374543957924E-018 
          56          47  -9.117734802150357E-003 2.677375131260907E-018 
          56          48  7.346875527032372E-003 3.150012763397190E-018 
          56          49  2.549581706832336E-002 1.392946363445490E-017 
          56          50  -0.127216712076122 -1.215803132348620E-017 
          56          51  -0.128395229537649 3.273226015030714E-017 
          56          52  2.553184643942554E-002 1.113947944622451E-018 
          56          53  -8.114837571225624E-003 -2.371409138669302E-019 
          56          54  -8.189351489601981E-003 -6.746251231914595E-019 
          56          55  -0.133748120005222 -4.218229894606525E-018 
          56          56  0.634184511985814 -1.650675242831722E-017 
          56          57  -0.133260850818653 -3.177415900116283E-017 
          56          58  1.153805534212655E-002 1.631810812647043E-018 
          56          59  -8.046925805283199E-004 4.497813270306227E-018 
          56          60  1.165948365519738E-002 9.657363216079382E-018 
          56          61  -0.125495279977282 1.142954669597763E-017 
          56          62  -0.125279732736221 9.810815480368794E-018 
          56          63  2.093564735754452E-002 -4.557000235178639E-018 
          56          64  -3.860361083661942E-003 3.354735410317632E-018 
          56          65  -3.945692024486250E-003 -9.530310052206412E-018 
          56          66  2.085329503503643E-002 -9.506597883521436E-018 
          56          67  1.882526683460316E-002 1.565242452871705E-019 
          56          68  1.043559939899694E-002 3.855032062677281E-019 
          56          69  -4.947243550674802E-003 1.447499744569465E-018 
          56          70  1.377761860658430E-003 1.177306934449709E-019 
          56          71  -4.805502893129478E-003 1.351459088274233E-018 
          56          72  1.012720771601111E-002 3.721000239363567E-019 
          56          73  -3.711546109185145E-003 5.646217190348702E-020 
          56          74  -1.537746637740893E-003 -1.873834125112164E-018 
          56          75  4.797310724311542E-004 -4.807544292574072E-018 
          56          76  4.611033343130107E-004 -5.892829713107273E-019 
          56          77  -1.196196367134299E-003 -1.148608121028036E-018 
          56          78  -3.465055717812565E-003 6.520722837980481E-019 
          56          79  5.311854727534167E-004 -4.365569266118225E-019 
          56          80  2.878290375799422E-004 1.997338880085603E-019 
          56          81  -2.455873101811117E-004 -4.428891745180601E-021 
          56          82  2.518370017532932E-004 1.153364604279041E-019 
          56          83  4.113522531972408E-004 -5.782475724253731E-019 
          56          84  8.498356484995705E-004 -5.298561161287522E-020 
          56          85  -1.157993522132238E-004 -1.166236024028240E-020 
          56          86  -1.311614584702047E-005 -1.341111970438356E-019 
          56          87  -1.442147314575682E-005 -4.207181824581034E-020 
          56          88  -9.438305239174723E-005 4.509057017881743E-020 
          56          89  -1.493545264603786E-004 1.399809443835349E-020 
          56          90  -1.800392685670321E-004 1.093840464163182E-019 
          56          91  1.442669692984209E-005 -6.232899038532395E-021 
          56          92  7.275395573350879E-006 1.902295919345263E-022 
          56          93  1.320597657452888E-005 4.914594457095271E-022 
          56          94  2.842701042302243E-005 7.066549450252571E-021 
          56          95  3.344159728727649E-005 -7.771769367657935E-021 
          56          96  3.557330388862141E-005 1.091845798737667E-020 
          56          97  -3.854699199040864E-006 -8.989686030660614E-021 
          56          98  -3.508425892455030E-006 -3.101873731541702E-021 
          56          99  -5.131367917571021E-006 -2.840325669694527E-021 
          56         100  -7.087243045175590E-006 -9.034516717964153E-023 
          56         101  -7.669329830390290E-006 1.149956679526087E-021 
          56         102  -5.918920111619783E-006 -5.060665403631588E-022 
          56         103  1.158673228084410E-006 2.225995348591468E-021 
          56         104  1.263607795365643E-006 3.379510633016382E-021 
          56         105  1.511662940569555E-006 3.329901095604260E-021 
          56         106  1.900788945635391E-006 2.212545590956598E-021 
          56         107  1.549895969018905E-006 3.191720939851289E-021 
          56         108  1.428993915075920E-006 3.221335997005029E-021 
          57          37  -1.662753074749019E-004 -5.638915483792984E-019 
          57          38  -1.415939059641419E-004 -3.362188123268581E-019 
          57          39  -6.398645686138337E-004 2.126661225240546E-019 
          57          40  -4.341956519449386E-003 3.604176575239439E-019 
          57          41  -4.575452497802271E-003 1.599811196741131E-018 
          57          42  -8.265004231800071E-004 5.949876247439602E-019 
          57          43  7.234913499398999E-003 5.987139125456857E-018 
          57          44  -8.771744817147237E-003 -9.568448410885168E-019 
          57          45  1.082924144383029E-002 -5.198900630920154E-019 
          57          46  2.186096140380380E-002 5.666796200576970E-019 
          57          47  1.141105190447745E-002 6.691259215905048E-018 
          57          48  -9.085866959277241E-003 6.211083144357634E-018 
          57          49  -8.097005889529808E-003 1.260976177746655E-017 
          57          50  2.513538209391758E-002 -1.206450744075446E-017 
          57          51  -0.126763274836804 -6.880334493787128E-018 
          57          52  -0.128781288291753 3.213007548844782E-018 
          57          53  2.553496865342350E-002 3.930881527557751E-019 
          57          54  -8.048577933524478E-003 6.451709413929677E-019 
          57          55  1.157274045803967E-002 1.310706118618213E-017 
          57          56  -0.133260850818653 -3.177415900116283E-017 
          57          57  0.634205389977929 -1.003496956811634E-016 
          57          58  -0.133226221599666 -8.158872156817972E-019 
          57          59  1.151429383333950E-002 5.211277597408610E-018 
          57          60  -8.674448584170449E-004 1.063552023014553E-017 
          57          61  2.121716848948113E-002 1.010283048305000E-018 
          57          62  -0.126542274868619 1.950825305537808E-017 
          57          63  -0.124874698517454 -1.872597437621513E-018 
          57          64  2.089873320720739E-002 1.187785827611425E-017 
          57          65  -3.855978636694939E-003 -1.050292720163600E-017 
          57          66  -3.847691895401166E-003 1.668567992144299E-018 
          57          67  1.074748978706428E-002 1.818549052735642E-018 
          57          68  1.899531924380086E-002 -2.371700693156701E-019 
          57          69  1.032679011337158E-002 1.270381470683244E-018 
          57          70  -4.953281359185457E-003 -9.733486030785764E-019 
          57          71  1.396104857855630E-003 1.411266528607789E-018 
          57          72  -5.088696850746107E-003 3.972174006330765E-018 
          57          73  -3.802390486808286E-003 -1.327540171923335E-018 
          57          74  -3.712921210177776E-003 -1.361494684070141E-018 
          57          75  -1.461769622745930E-003 7.388820539225583E-018 
          57          76  4.139592023518592E-004 -1.429329927706583E-018 
          57          77  4.516883372585364E-004 -6.519477615200513E-019 
          57          78  -1.558611072945074E-003 1.956884380338649E-018 
          57          79  8.955049480021536E-004 3.800657443988580E-020 
          57          80  5.037569779612823E-004 4.092223716493467E-021 
          57          81  2.778660896523881E-004 -1.557035602520486E-019 
          57          82  -2.412394057895473E-004 6.498787160260144E-020 
          57          83  2.535449422505766E-004 -4.774460881188129E-019 
          57          84  5.061653773877340E-004 -1.444200726654823E-019 
          57          85  -1.834100590129059E-004 -2.544866463426106E-019 
          57          86  -1.100573077452086E-004 5.760532611880578E-021 
          57          87  -1.319488942686389E-005 7.873467055058224E-020 
          57          88  -1.667621020144652E-005 3.272464377964320E-020 
          57          89  -9.445947919024281E-005 -1.267035743957747E-021 
          57          90  -1.794068322103683E-004 2.766923780867470E-019 
          57          91  3.465720368135439E-005 -5.334534026552780E-021 
          57          92  1.305408083169473E-005 -5.363013299063515E-021 
          57          93  8.346299407445640E-006 -2.096532659393570E-020 
          57          94  1.306258863585232E-005 4.674697310792553E-021 
          57          95  2.791928219863707E-005 -6.147260773224488E-021 
          57          96  4.003253604014938E-005 8.786825034921250E-021 
          57          97  -5.432184359275796E-006 3.318222410757869E-021 
          57          98  -3.762291893093634E-006 6.291673926806269E-021 
          57          99  -3.957233705403354E-006 3.702420357933725E-021 
          57         100  -4.733954341445352E-006 6.442345314775231E-021 
          57         101  -7.174158206343469E-006 2.567620839677497E-021 
          57         102  -9.012306342099905E-006 -6.059215835100286E-024 
          57         103  1.355362639424795E-006 -1.034946426402994E-020 
          57         104  1.230634817705986E-006 -9.947135606828920E-021 
          57         105  1.317577867643335E-006 -1.190477262362600E-020 
          57         106  1.467874147666669E-006 -1.378873416128119E-020 
          57         107  1.955986313812938E-006 -1.539355359213729E-020 
          57         108  1.766084741897801E-006 -1.377060210914770E-020 
          58          37  -7.165311231165958E-004 1.988596368458865E-019 
          58          38  -1.364739590557752E-004 -2.656642436936623E-019 
          58          39  -1.932069996594771E-004 3.595333342762200E-019 
          58          40  -6.389312403682845E-004 -2.994650487068133E-019 
          58          41  -4.373954220330168E-003 8.148704773627575E-019 
          58          42  -4.478860945425791E-003 -8.425156445323963E-019 
          58          43  -8.901721070178756E-003 -2.356812781065002E-018 
          58          44  7.120651612537932E-003 3.365703871848652E-018 
          58          45  -8.715752670535310E-003 -9.328446287821866E-019 
          58          46  1.082016848371717E-002 3.941288867131678E-018 
          58          47  2.183878494095289E-002 3.629751062859640E-018 
          58          48  1.123166898629235E-002 -9.676380705053107E-019 
          58          49  -8.010706661281527E-003 -8.700804683274604E-019 
          58          50  -7.985241745416850E-003 -1.045521237473079E-017 
          58          51  2.503342391055104E-002 6.437183179332295E-018 
          58          52  -0.126740675322424 4.162969718500470E-019 
          58          53  -0.128637810179565 2.617592403624755E-017 
          58          54  2.543676577063519E-002 4.213604844116687E-018 
          58          55  -8.500806610466562E-004 6.331577220070835E-018 
          58          56  1.153805534212655E-002 1.631810812647043E-018 
          58          57  -0.133226221599666 -8.158872156817972E-019 
          58          58  0.634185956341988 5.112861158180673E-017 
          58          59  -0.133158512685170 -1.339962459767882E-017 
          58          60  1.152507400018521E-002 1.502964833008237E-017 
          58          61  -3.893212030240025E-003 4.655173201618692E-018 
          58          62  2.128845141525600E-002 -1.132376060357160E-018 
          58          63  -0.126725407451095 -5.236196035589680E-018 
          58          64  -0.124876346188709 -9.556777587896544E-018 
          58          65  2.092947704731607E-002 -2.764064105382510E-018 
          58          66  -3.894022691750250E-003 -4.672976239946610E-018 
          58          67  -5.168606762502768E-003 -5.229492043563463E-019 
          58          68  1.091717034270654E-002 1.379225472037163E-019 
          58          69  1.900764788534949E-002 1.910593652949304E-018 
          58          70  1.033424839915886E-002 2.821898512727245E-018 
          58          71  -4.973870970004797E-003 -9.359337813069340E-019 
          58          72  1.356260614440723E-003 -1.225642560691595E-018 
          58          73  -1.753300487026473E-003 2.547228773553010E-018 
          58          74  -3.884358835399002E-003 8.205489682965500E-019 
          58          75  -3.682617502618260E-003 2.710058317464893E-018 
          58          76  -1.459903615429387E-003 6.760647164272571E-018 
          58          77  4.669251812147096E-004 -5.764991836289752E-019 
          58          78  4.923557448433945E-004 4.157739729395959E-018 
          58          79  5.789022256323791E-004 -1.277834720384964E-019 
          58          80  8.933364413124068E-004 2.616069989436625E-021 
          58          81  4.992196719103291E-004 1.844296523838558E-020 
          58          82  2.784652191914520E-004 4.195463123270702E-020 
          58          83  -2.496224965325614E-004 9.249040438204338E-020 
          58          84  3.200133225152455E-004 -4.246945960283824E-019 
          58          85  -1.948636280281102E-004 3.070382579012842E-020 
          58          86  -1.794884742008961E-004 1.872534304340967E-019 
          58          87  -1.068486539763091E-004 -2.832854842989040E-020 
          58          88  -1.318698189059936E-005 2.242673542856290E-020 
          58          89  -1.443770404633109E-005 -3.597286685439290E-020 
          58          90  -1.201576618679463E-004 7.916588312211789E-020 
          58          91  4.263198733200669E-005 -2.654206350230732E-020 
          58          92  3.239459111191368E-005 -2.425383221099646E-021 
          58          93  1.233983648376018E-005 -2.422444566174717E-021 
          58          94  8.704820695357237E-006 7.877969536825163E-021 
          58          95  1.263619751561915E-005 -2.288985629769642E-020 
          58          96  3.524450277159223E-005 -1.545648987816263E-021 
          58          97  -9.133524643550724E-006 -1.937536591957889E-021 
          58          98  -4.647167829073995E-006 2.902427406909985E-021 
          58          99  -3.824790113851803E-006 -4.090195239933288E-021 
          58         100  -3.895025524854726E-006 -7.474511967554776E-022 
          58         101  -4.552110873348488E-006 3.696813622938840E-021 
          58         102  -9.130164126763454E-006 1.100106215937802E-021 
          58         103  1.694209786834340E-006 -6.586398504491795E-023 
          58         104  1.229107543670090E-006 1.848166129585276E-021 
          58         105  1.290715707782525E-006 2.303578494453872E-021 
          58         106  1.273187074581497E-006 5.221032035071236E-022 
          58         107  1.505159414713017E-006 1.015349425497325E-021 
          58         108  2.376649798571485E-006 3.201864451058142E-021 
          59          37  -4.130589698598905E-003 6.527753822542007E-020 
          59          38  -4.262251374388870E-004 -1.487338591021378E-019 
          59          39  -1.392239416816404E-004 1.549222141527768E-019 
          59          40  -1.435001156509932E-004 2.646381919838340E-019 
          59          41  -6.820446834000110E-004 8.405216429658453E-021 
          59          42  -4.409086978578976E-003 4.197934493074668E-019 
          59          43  1.062794379403808E-002 -3.027632411764769E-018 
          59          44  -8.486289130518890E-003 3.620853013733952E-018 
          59          45  7.099026209583438E-003 6.413502808922793E-019 
          59          46  -8.740892938426240E-003 -1.558342487032680E-018 
          59          47  1.094503826265467E-002 2.941790461991095E-018 
          59          48  2.164188403236961E-002 -1.527428629595951E-018 
          59          49  2.501625387961048E-002 -1.128543917596271E-017 
          59          50  -8.127337752336549E-003 6.541741206431822E-018 
          59          51  -7.932848474904223E-003 7.612959901014389E-018 
          59          52  2.503476397695914E-002 4.981116115837327E-018 
          59          53  -0.127157881147385 -5.354775979077453E-018 
          59          54  -0.127416840331166 2.236649282625618E-017 
          59          55  1.163274555066797E-002 6.203735803496289E-018 
          59          56  -8.046925805283199E-004 4.497813270306227E-018 
          59          57  1.151429383333950E-002 5.211277597408610E-018 
          59          58  -0.133158512685170 -1.339962459767882E-017 
          59          59  0.634139601331816 2.934164497112746E-017 
          59          60  -0.133700894801964 -7.374293626349729E-019 
          59          61  -3.909581500530767E-003 1.411404948236388E-018 
          59          62  -3.931255526186421E-003 -1.416696632202564E-017 
          59          63  2.128891040735581E-002 -4.915448654824007E-019 
          59          64  -0.126557766977977 2.768513301608751E-018 
          59          65  -0.125289908546160 1.751113201169123E-017 
          59          66  2.123806181242562E-002 6.991320187031302E-018 
          59          67  1.325104701166523E-003 2.328732969422801E-018 
          59          68  -5.163681151607578E-003 -1.357835250684665E-018 
          59          69  1.090005894949884E-002 -4.065481682097327E-018 
          59          70  1.900509516405481E-002 1.519142061803602E-018 
          59          71  1.045766942132027E-002 -1.502023358289501E-018 
          59          72  -5.155645842450148E-003 2.043938925514673E-018 
          59          73  5.219393580715488E-004 -8.383743581304033E-019 
          59          74  -1.773623188944816E-003 -4.128479221781745E-020 
          59          75  -3.879109774166402E-003 2.228770871530189E-018 
          59          76  -3.731996158431842E-003 1.150857487401270E-018 
          59          77  -1.535138423785657E-003 3.639425901228810E-018 
          59          78  5.121294774315017E-004 4.900873949212407E-018 
          59          79  3.404835553675634E-004 2.009578514595650E-019 
          59          80  5.847810310809471E-004 1.141132706876732E-019 
          59          81  8.948021283572190E-004 7.912149066708329E-020 
          59          82  5.148498282808676E-004 -1.323391794072098E-019 
          59          83  2.859014451991476E-004 -2.588983312499521E-019 
          59          84  -2.767317477075378E-004 -2.518181151548433E-019 
          59          85  -1.316239328301067E-004 -5.637510781429659E-020 
          59          86  -1.954905615654355E-004 -5.748968127665638E-020 
          59          87  -1.795551942320677E-004 6.565294805543147E-020 
          59          88  -1.101443361851848E-004 5.424848609361405E-020 
          59          89  -1.326090135711109E-005 7.714469115430467E-020 
          59          90  -1.702782168883281E-005 6.023109545821168E-020 
          59          91  3.825801205893200E-005 -5.432688546308548E-021 
          59          92  4.206190823798492E-005 5.278711231529572E-021 
          59          93  3.164751628378682E-005 -8.042801729681125E-021 
          59          94  1.313627492572297E-005 3.385501050501714E-021 
          59          95  7.998159086597703E-006 -1.492356704565226E-020 
          59          96  1.463485532181364E-005 -2.069102736270006E-020 
          59          97  -9.899739892468919E-006 1.674964453787375E-021 
          59          98  -8.680602035802345E-006 2.535377476216316E-021 
          59          99  -4.633999940107199E-006 -1.642461085548411E-021 
          59         100  -3.864482907961926E-006 5.884816660119679E-021 
          59         101  -3.514423400635047E-006 2.118926724465717E-021 
          59         102  -5.444872390782861E-006 -5.631389502336735E-022 
          59         103  2.457511713548306E-006 -6.323681458570499E-021 
          59         104  1.603521251980802E-006 -5.403016797268049E-021 
          59         105  1.262256782811387E-006 -4.401690704165484E-021 
          59         106  1.262150608032323E-006 -6.592608486887027E-021 
          59         107  1.212659985183842E-006 -8.483744513041751E-021 
          59         108  1.848467161105520E-006 -4.829630940060036E-021 
          60          37  -4.589255801147438E-003 -3.080041143492448E-018 
          60          38  -4.114077980164751E-003 1.685439828448115E-019 
          60          39  -7.186338593471861E-004 -1.467105682141194E-019 
          60          40  -1.608538904835953E-004 1.944821925479990E-018 
          60          41  -1.485728753036665E-004 9.507307165161642E-019 
          60          42  -8.664098540067741E-004 -7.553383381217386E-019 
          60          43  2.100412072631434E-002 -4.227918780760194E-018 
          60          44  1.058193145178220E-002 2.316688831667548E-018 
          60          45  -8.859106622282179E-003 1.874312212603961E-018 
          60          46  7.197824492327651E-003 -3.884038148923390E-018 
          60          47  -9.029247383646070E-003 3.572084925452685E-018 
          60          48  1.149021528594365E-002 4.092460006607514E-018 
          60          49  -0.124045161004290 7.814266944351911E-018 
          60          50  2.498295758591447E-002 -6.627877441607028E-018 
          60          51  -8.021778000774658E-003 -9.179279377821357E-018 
          60          52  -8.029168523238697E-003 1.254233534091156E-017 
          60          53  2.543397839467585E-002 -1.526114737092416E-017 
          60          54  -0.128373712652390 4.646686473240892E-018 
          60          55  -0.134589351492501 -1.850314264099115E-017 
          60          56  1.165948365519738E-002 9.657363216079382E-018 
          60          57  -8.674448584170449E-004 1.063552023014553E-017 
          60          58  1.152507400018521E-002 1.502964833008237E-017 
          60          59  -0.133700894801964 -7.374293626349729E-019 
          60          60  0.634181141686189 6.101587170094980E-017 
          60          61  2.151928867022412E-002 1.645791843572019E-019 
          60          62  -3.913181208650559E-003 -3.914829388162040E-018 
          60          63  -3.888990512037463E-003 2.704311233596500E-018 
          60          64  2.121932756168346E-002 8.796354853489926E-018 
          60          65  -0.125508630515460 5.207378196916168E-018 
          60          66  -0.126552884663257 -1.657530727865062E-017 
          60          67  -5.262779019921559E-003 -3.549023581066115E-018 
