 Nx=          32 Ny=           6 J2=
 (0.000000000000000E+000,0.000000000000000E+000) kept_max=        8000
      27      33       1     0.72069678590503     0.87437796592712     0.86949664354324
      27      39       2     0.76985230471404     0.87437796592712     0.88413107395172
      27      45       3     0.76792877092434     0.87437796592712     0.87944614887238
      27      51       4     0.77768037942294     0.87437796592712     0.89018261432648
      27      57       5     0.76789473536728     0.87437796592712     0.87861979007721
      27      63       6     0.76591709482739     0.87437796592712     0.87618589401245
      27      69       7     0.76989945977101     0.87437796592712     0.88064646720886
      27      75       8     0.76748758543490     0.87437796592712     0.87784755229950
      27      81       9     0.77406767059317     0.87437796592712     0.88533228635788
      27      87      10     0.76866898253449     0.87437796592712     0.87913751602173
      27      93      11     0.76916705674328     0.87437796592712     0.87968987226486
      27      99      12     0.76927384575425     0.87437796592712     0.87980645895004
      27     105      13     0.76879676446930     0.87437796592712     0.87925660610199
      27     111      14     0.77422312972956     0.87437796592712     0.88545995950699
      27     117      15     0.76823420290592     0.87437796592712     0.87860906124115
      27     123      16     0.77024177594934     0.87437796592712     0.88090384006500
      27     129      17     0.76623643771480     0.87437796592712     0.87632262706757
      27     135      18     0.76813309746720     0.87437796592712     0.87849146127701
      27     141      19     0.77748651737326     0.87437796592712     0.88918846845627
      27     147      20     0.76895153241724     0.87437796592712     0.87942713499069
