   0.0000000e+00   0.0000000e+00   3.7544584e+00
   3.3333333e-01   0.0000000e+00   3.7439493e+00
   6.6666667e-01   0.0000000e+00   3.7094945e+00
   1.0000000e+00   0.0000000e+00   3.6791833e+00
   1.3333333e+00   0.0000000e+00   3.7095424e+00
   1.6666667e+00   0.0000000e+00   3.7439928e+00
   2.0000000e+00   0.0000000e+00   3.7544584e+00
   0.0000000e+00   6.6666667e-01   3.6621645e+00
   3.3333333e-01   6.6666667e-01   3.6912900e+00
   6.6666667e-01   6.6666667e-01   3.6621439e+00
   1.0000000e+00   6.6666667e-01   3.5762230e+00
   1.3333333e+00   6.6666667e-01   3.5156415e+00
   1.6666667e+00   6.6666667e-01   3.5762319e+00
   2.0000000e+00   6.6666667e-01   3.6621645e+00
   0.0000000e+00   1.3333333e+00   3.6656341e+00
   3.3333333e-01   1.3333333e+00   3.5779660e+00
   6.6666667e-01   1.3333333e+00   3.5177922e+00
   1.0000000e+00   1.3333333e+00   3.5780000e+00
   1.3333333e+00   1.3333333e+00   3.6656550e+00
   1.6666667e+00   1.3333333e+00   3.6968549e+00
   2.0000000e+00   1.3333333e+00   3.6656341e+00
   0.0000000e+00   2.0000000e+00   3.7544584e+00
   3.3333333e-01   2.0000000e+00   3.7439493e+00
   6.6666667e-01   2.0000000e+00   3.7094945e+00
   1.0000000e+00   2.0000000e+00   3.6791833e+00
   1.3333333e+00   2.0000000e+00   3.7095424e+00
   1.6666667e+00   2.0000000e+00   3.7439928e+00
   2.0000000e+00   2.0000000e+00   3.7544584e+00
