 Nx=          48 Ny=           4 J2=
 (0.000000000000000E+000,0.000000000000000E+000) kept_max=       12000
      29      33       1     0.81520137243371     0.91880422830582     0.92293137311935
      29      37       2     0.84485894873814     0.91880422830582     0.92198431491852
      29      41       3     0.84264850356223     0.91880422830582     0.91777694225311
      29      45       4     0.84004583277769     0.91880422830582     0.91468226909637
      29      49       5     0.84063927005328     0.91880422830582     0.91528242826462
      29      53       6     0.84398041745961     0.91880422830582     0.91885954141617
      29      57       7     0.84687121171596     0.91880422830582     0.92190241813660
      29      61       8     0.84648762876055     0.91880422830582     0.92139369249344
      29      65       9     0.84347529492944     0.91880422830582     0.91807240247726
      29      69      10     0.84093476493888     0.91880422830582     0.91530770063400
      29      73      11     0.84118628316690     0.91880422830582     0.91559696197510
      29      77      12     0.84394917164349     0.91880422830582     0.91860657930374
      29      81      13     0.84658805256944     0.91880422830582     0.92145895957947
      29      85      14     0.84647789692569     0.91880422830582     0.92131245136261
      29      89      15     0.84378749357126     0.91880422830582     0.91837096214294
      29      93      16     0.84122636336517     0.91880422830582     0.91558766365051
      29      97      17     0.84119750065719     0.91880422830582     0.91556787490845
      29     101      18     0.84373136520565     0.91880422830582     0.91833108663559
      29     105      19     0.84645983285341     0.91880422830582     0.92129325866699
      29     109      20     0.84664847822944     0.91880422830582     0.92148452997208
      29     113      21     0.84405653115100     0.91880422830582     0.91865539550781
      29     117      22     0.84126820583129     0.91880422830582     0.91562312841415
      29     121      23     0.84094963293054     0.91880422830582     0.91528457403183
      29     125      24     0.84345752403386     0.91880422830582     0.91801941394806
      29     129      25     0.84653030933215     0.91880422830582     0.92136073112488
      29     133      26     0.84705394873376     0.91880422830582     0.92192190885544
      29     137      27     0.84429270167575     0.91880422830582     0.91891050338745
      29     141      28     0.84098693010181     0.91880422830582     0.91531366109848
      29     145      29     0.84038465236659     0.91880422830582     0.91466361284256
      29     149      30     0.84319651022901     0.91880422830582     0.91772854328156
