Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= ****
          77          78  -6.624194227008900E-002 1.604437157431094E-017 
          77          79  -1.902614745542379E-004 2.130516597682644E-018 
          77          80  -3.974867922233479E-004 1.432042557722107E-020 
          77          81  2.181873105336676E-003 1.896049246721986E-018 
          77          82  -6.486876515750559E-002 2.079986545816486E-018 
          77          83  -5.984873268919940E-002 2.809776122708170E-018 
          77          84  1.471820796720586E-003 -5.205913618842640E-018 
          77          85  -2.019091774405732E-003 -1.208153058305262E-018 
          77          86  -5.224751570917852E-004 -2.840161184219782E-019 
          77          87  5.374345648987692E-004 1.238959633623981E-018 
          77          88  2.073922113531721E-003 -2.761692646378271E-020 
          77          89  5.474896881176039E-004 1.147244116118644E-019 
          77          90  -3.037578707024229E-004 -3.031729794058274E-019 
          77          91  3.798112785695886E-006 -7.905708796679030E-020 
          77          92  2.319250383372045E-004 -3.911852780305375E-019 
          77          93  -1.212351826882066E-004 -1.141119830150073E-019 
          77          94  -2.625537160546267E-004 -5.078329265411196E-019 
          77          95  3.483787612061888E-004 8.608333375138954E-020 
          77          96  1.641227931984531E-004 -5.642571724511350E-019 
          77          97  -1.145680759003958E-003 1.550967419436031E-018 
          77          98  -5.183341461026283E-004 -2.125951818218871E-019 
          77          99  -1.704971188256534E-003 1.217189847615595E-018 
          77         100  -5.505843179804139E-004 4.130093306335476E-020 
          77         101  -1.247792805990868E-003 -7.925792104279395E-019 
          77         102  -5.564948421471271E-004 1.156087178633505E-018 
          77         103  -2.347168854743408E-004 2.143700455436198E-019 
          77         104  -1.037989997132590E-004 4.086783922511297E-020 
          77         105  -3.570781594874122E-004 1.459794072149300E-019 
          77         106  -2.279859502384538E-004 6.081045156190787E-019 
          77         107  4.066032373865429E-005 -2.750413195926057E-020 
          77         108  1.434952905919150E-004 1.635562017690852E-019 
          78          37  -9.772737430395998E-004 1.742736732269326E-019 
          78          38  -4.788896806079273E-004 1.183421525571038E-019 
          78          39  -6.805825206044733E-004 1.286301950049498E-019 
          78          40  -4.926765847057108E-004 2.843519639645495E-019 
          78          41  -7.900353865925455E-004 2.375589177168232E-019 
          78          42  -1.626599442806828E-003 -4.524911533660832E-019 
          78          43  -5.587012513677685E-004 -1.173606463968586E-020 
          78          44  -1.455717218224069E-003 -5.260479174129309E-019 
          78          45  -1.601103733516026E-003 3.175935151075602E-019 
          78          46  -3.813360750204780E-004 3.482185162062031E-020 
          78          47  -2.639615419568185E-004 -1.310034458076061E-019 
          78          48  -4.977850106307025E-004 1.154820154195524E-019 
          78          49  -7.271651689975968E-004 -2.475323041924093E-019 
          78          50  -2.304380117915758E-003 -4.982240315352324E-019 
          78          51  -8.491274708325459E-004 -7.721977923935776E-020 
          78          52  -6.143725812543025E-004 1.551393939076287E-019 
          78          53  -8.295991790563724E-004 -3.410356853113460E-020 
          78          54  -6.872199713431699E-004 2.320408924767453E-020 
          78          55  1.704883952701333E-004 -1.685379420865109E-019 
          78          56  7.432786975286652E-005 -2.664573499878977E-019 
          78          57  3.461676079538038E-004 1.276057137915469E-019 
          78          58  -3.680664658992403E-004 -4.430865655942446E-019 
          78          59  -4.891451346921901E-004 -1.114901706105832E-019 
          78          60  3.602570690528695E-004 2.049831473662026E-019 
          78          61  1.497670363595122E-003 2.651992203585979E-020 
          78          62  4.492559635233976E-004 -7.585236347477478E-020 
          78          63  -8.655179404839613E-004 -9.257914631361441E-021 
          78          64  -2.877555687202341E-003 7.235272112145527E-019 
          78          65  -1.252918580448537E-003 2.179826962423322E-019 
          78          66  7.245696980965167E-004 -1.310620280970269E-018 
          78          67  -5.565087676105094E-002 -2.721625863768268E-018 
          78          68  1.807347942305324E-003 7.037288404775659E-019 
          78          69  3.191149529904544E-004 -3.823014256715884E-018 
          78          70  3.170984957236864E-004 -1.888266995775383E-018 
          78          71  2.152298568093043E-003 4.700921488156595E-018 
          78          72  -5.903203020771629E-002 -7.445350057042389E-019 
          78          73  -6.482425736776637E-002 4.652104595375817E-018 
          78          74  6.537864135417454E-004 -3.955397454760681E-018 
          78          75  4.275937991339807E-004 -1.476463686425036E-018 
          78          76  5.913553148243065E-004 -4.081048274804168E-018 
          78          77  -6.624194227008900E-002 1.604437157431094E-017 
          78          78  0.420582419992095 7.122656864036630E-018 
          78          79  2.212922689465934E-003 5.623904367550485E-019 
          78          80  1.529645765120466E-004 -6.833948482476169E-019 
          78          81  5.501476966730271E-005 1.141615931779867E-018 
          78          82  2.039550135949759E-003 2.637409209155798E-019 
          78          83  -6.188608389643750E-002 -5.387697624325184E-019 
          78          84  -6.382516939281585E-002 1.194939992007309E-018 
          78          85  -4.931689765393348E-004 3.280335824212193E-018 
          78          86  -3.400587169083218E-003 1.033997747438254E-018 
          78          87  -3.626411267414398E-004 -3.396344499958203E-020 
          78          88  5.530096994934880E-004 -8.029930392117396E-019 
          78          89  2.018908939447788E-003 1.612874601797841E-019 
          78          90  5.847880684526093E-004 1.040570467197766E-018 
          78          91  1.511210040761261E-004 -1.621136951421771E-019 
          78          92  8.834334064385345E-005 -7.926510864457287E-020 
          78          93  4.124366995909809E-004 -6.249660474861425E-019 
          78          94  6.762722052351480E-006 -4.572077165028964E-019 
          78          95  1.919021012617254E-004 3.378265066409356E-019 
          78          96  3.221062411442845E-004 -3.003518661277280E-019 
          78          97  -6.991948807621685E-004 -3.844490276165518E-019 
          78          98  -9.684518210258609E-004 -2.712318240619406E-019 
          78          99  -4.762157615734996E-004 -8.214705484514906E-019 
          78         100  -3.047313629851086E-003 9.852967019446260E-021 
          78         101  -4.109878934985242E-004 5.764828030329234E-019 
          78         102  -9.900762436760031E-004 6.107422587519473E-019 
          78         103  -1.425200842666675E-004 -1.136921645436806E-019 
          78         104  -6.966748658946591E-004 1.404632689551965E-019 
          78         105  -1.199463706652391E-003 2.114792498433667E-020 
          78         106  -1.194147332306987E-003 -1.181491820098280E-019 
          78         107  -6.372833939649552E-004 -1.551233316541256E-019 
          78         108  -3.262269379654146E-004 2.894942525868803E-019 
          79          37  -1.679299837607922E-004 -9.282116680363120E-020 
          79          38  -8.276067561818809E-005 2.582759605885927E-020 
          79          39  -6.828262614530761E-005 1.673053561459175E-020 
          79          40  -4.347646028983571E-004 -1.207396114178895E-020 
          79          41  -2.047478134170391E-004 -6.765922053731241E-021 
          79          42  -2.350567546528715E-004 6.919105527391068E-020 
          79          43  -4.359712979279972E-004 -2.167313005804584E-020 
          79          44  -1.822671176611387E-004 -7.024217539800067E-020 
          79          45  -1.586688556679524E-004 3.494066382182700E-019 
          79          46  -8.375546377483608E-005 1.270500741963387E-020 
          79          47  -8.020332839703613E-006 -2.216733259482632E-020 
          79          48  -4.455382670225115E-004 2.231545260930133E-020 
          79          49  -2.011948772719703E-004 -1.264557488590959E-019 
          79          50  -2.762450661499969E-004 1.877527857477506E-019 
          79          51  -1.436567970221792E-004 1.060473542363408E-019 
          79          52  -4.655145646195723E-005 -9.659102914350593E-020 
          79          53  -1.051038558964939E-004 -2.547137097331473E-020 
          79          54  -3.997275326459745E-004 -4.253784678763634E-020 
          79          55  2.842667366604443E-005 4.201694383880083E-021 
          79          56  -5.099937118473362E-005 -1.394079293180695E-019 
          79          57  -2.797239806811430E-004 -5.165702241127460E-020 
          79          58  -1.283807248117910E-004 1.075563986170089E-019 
          79          59  -1.110590023428763E-004 -5.876529919370791E-020 
          79          60  -1.081746458811395E-004 -5.430179987031662E-020 
          79          61  2.600485392898754E-004 -4.331327741905298E-019 
          79          62  -7.508537111990534E-004 -2.789800500758427E-019 
          79          63  -7.351482393751157E-004 3.758826556256980E-019 
