  	X_i       Y_i         Delta Q_s	
          29           2  2.911041407778184E-003
          29           3  2.990224281403744E-003
          29           4  3.102136210423710E-003
          29           5  3.012917509521950E-003
          29           6  2.973526751046738E-003
          30           1 -7.040639904751188E-003
          30           2 -6.927828144835664E-003
          30           3 -6.987068788200554E-003
          30           4 -7.210281171074978E-003
          30           5 -6.135770231773158E-003
          30           6 -7.034501118468084E-003
          31           1  2.107667452206534E-002
          31           2  1.976791588608446E-002
          31           3  2.070098832264870E-002
          31           4  1.994189298598058E-002
          31           5  1.994141005925910E-002
          31           6  2.147469658544496E-002
          32           1 -3.321581046454770E-002
          32           2 -3.239972888362012E-002
          32           3 -3.655529216524512E-002
          32           4 -4.248549255012804E-002
          32           5 -4.109635460793552E-002
          32           6 -3.650520090521188E-002
          33           1  0.135858151419530     
          33           2  0.139198551421124     
          33           3  0.174805196935330     
          33           4  0.194242394557175     
          33           5  0.160754006645175     
          33           6  0.146962700224792     
          34           1  2.050072382134534E-002
          34           2  4.084250510540982E-002
          34           3  5.683752556448188E-002
          34           4  5.834669488533246E-002
          34           5  3.480583639090488E-002
          34           6  1.908186429032449E-002
          35           1 -5.164968648113576E-002
          35           2 -5.224953156126200E-002
          35           3 -5.331627792764434E-002
          35           4 -5.301961620980172E-002
          35           5 -5.105500466186336E-002
          35           6 -4.980983508435044E-002
          36           1  0.208432992966814     
          36           2  0.203362274123584     
          36           3  0.204691096300616     
          36           4  0.210136149057436     
          36           5  0.214432844653590     
          36           6  0.214194140144920     
